m3a	m2a	angles_b_a	angles_j1_a	angles_j2_a	m3b	m2b	angles_b_b	angles_j1_b	angles_j2_b	missing_eT
275.172574	106.298866	1.251020	2.415176	2.598443	568.933057	242.550220	2.614426	1.822909	1.821086	558.256770
225.019226	129.360834	2.694643	2.254721	2.868409	437.943562	147.931997	2.067315	2.079748	2.524088	653.685836
131.897005	40.521933	2.848584	2.156206	2.989532	127.816964	68.677780	2.543445	0.222102	0.032490	251.269218
215.294180	89.559197	1.435886	0.819495	2.268803	104.283135	49.386859	2.946082	1.706523	0.273534	415.221434
171.863460	80.961479	2.464346	2.693939	2.344924	109.552881	45.705618	2.178271	0.142824	3.022093	369.387342
192.976943	46.071994	0.409467	2.671635	2.302007	168.133990	29.785276	2.628639	1.375699	3.116654	609.293228
166.624691	86.420472	2.888091	2.634949	1.980415	179.662144	77.739581	0.161200	1.069780	1.516038	578.757079
271.495315	225.155053	1.664261	2.549977	0.047829	160.164136	70.817422	0.935756	0.122568	0.087773	195.524773
162.116366	71.159192	2.793482	2.110828	1.561748	334.354866	124.761756	2.053538	1.195552	1.031464	457.541001
250.583076	142.667412	1.821260	2.128748	3.044293	162.067665	72.838842	1.462251	0.194462	1.341423	274.562560
309.829197	196.231425	2.477133	1.457074	0.426353	525.222717	143.190781	2.814639	0.531884	3.057662	570.163660
312.636431	87.723378	1.452399	2.514886	3.136753	139.208540	35.478434	0.700883	2.238802	2.449350	280.883121
227.952772	137.601668	2.471200	2.721467	2.785256	234.184777	73.389050	1.754069	1.288759	2.576463	661.253495
129.079193	66.910548	2.752017	2.947323	2.971829	72.956474	31.301474	2.179515	0.817544	1.381984	598.856944
145.356562	58.393359	2.837488	1.757039	1.411962	142.547691	23.239673	2.535397	2.975263	2.671342	411.878632
135.532386	64.422421	2.091206	3.008243	2.478405	139.305492	72.475616	3.115463	1.222926	0.308096	260.793831
128.762769	38.175833	2.889220	2.385590	2.516761	57.881306	16.195860	2.562981	2.708796	2.167775	707.356781
163.065005	77.685644	2.507325	1.538565	0.906248	128.938236	43.106930	2.640579	2.645845	2.040839	424.211014
256.620888	188.822956	2.852512	2.507019	1.613584	161.510594	82.069696	2.604001	0.688645	1.886712	433.428280
152.541950	75.071297	3.104472	2.226938	2.442157	182.498944	69.934251	0.419156	1.739715	0.197636	523.463165
181.384999	61.482669	2.021386	2.152071	3.051646	275.078141	84.250343	2.055109	0.077530	2.036932	168.423335
169.375188	68.449214	1.289381	1.396699	2.551034	165.734105	60.117540	2.078137	1.343275	1.667794	85.488273
273.797822	161.277555	2.134077	2.069961	3.133196	226.786086	23.821995	0.311355	1.845226	2.579296	421.941710
185.458733	81.241953	2.778196	3.003834	2.994269	171.363190	76.930057	0.047201	0.333823	0.617014	148.874451
141.509418	69.073964	3.013610	2.491215	2.918200	142.246361	68.047388	1.766849	1.562908	0.669333	495.535479
208.761320	98.962028	2.584694	1.847044	2.745247	161.372697	81.617450	2.201216	1.836524	1.954759	371.889324
290.340327	179.014945	2.890694	2.830561	2.369156	498.474762	47.367025	0.396240	2.800005	2.130980	495.218651
176.416939	32.795512	2.164481	2.572162	2.966468	297.233269	90.553633	1.070759	0.518560	0.787581	107.914271
217.778007	121.106629	2.428730	2.183455	2.850181	264.407856	156.197712	1.669421	2.894483	2.050631	520.935657
161.767901	75.335445	1.480049	0.379425	0.197224	578.682214	334.592904	2.243278	1.855006	2.945198	174.067862
386.349424	325.390093	2.623481	2.612909	2.470788	144.684654	81.478235	1.587938	1.058515	0.611680	340.196335
331.755145	97.173766	1.471009	3.047998	2.185378	549.815275	135.572393	0.164953	0.969146	1.233589	70.421231
162.461022	74.529990	3.004892	3.140733	2.597014	145.309847	57.437095	0.926625	1.015779	2.942684	356.315473
194.250181	170.505447	2.596727	3.042771	2.778481	183.665892	116.266664	3.046483	1.315399	1.713606	593.471501
169.936364	147.299455	2.921099	2.649894	3.063560	209.952797	163.628326	1.194278	2.992707	1.713829	554.680245
461.394333	424.879065	2.471578	3.119265	1.522045	174.829798	76.731809	0.311852	0.317068	0.906036	1037.149168
351.252098	318.778778	2.921720	3.108366	2.085402	198.915058	100.740998	2.805873	1.556496	0.434585	274.139527
318.147941	182.726822	2.242826	2.630091	3.078124	180.688462	50.630385	0.440639	0.808718	1.650112	242.561990
174.000847	78.396649	2.470655	2.756248	2.725369	194.579732	80.685425	1.939782	1.247847	2.600098	761.301226
259.184687	67.271665	0.490459	2.700678	2.102567	224.078202	101.705894	1.971229	3.051028	3.091715	568.677903
175.785626	79.184089	2.548583	2.867763	2.769446	168.184097	70.855476	0.305022	1.762875	2.184603	602.068394
669.363730	590.514592	1.618432	2.410114	1.777231	299.366430	167.329835	2.784225	0.137708	1.042657	409.551306
186.479996	45.608303	1.235754	2.916831	3.054873	93.294834	57.360872	2.285797	0.871611	2.649600	368.424942
535.574658	449.223927	1.020914	3.043478	2.605621	304.002806	150.352569	0.210560	1.258186	2.590186	578.831668
159.059108	81.823326	1.749986	2.421410	1.679139	112.437627	34.430650	2.594034	2.347038	2.754971	597.190311
960.626456	918.518777	2.888182	3.009034	2.143631	285.783925	82.739918	0.369120	2.039073	0.954234	924.322439
478.850606	343.951089	1.243525	2.978330	1.977081	288.354266	53.899891	2.776853	0.856860	1.796580	428.095067
171.169973	160.355007	2.998107	2.834982	2.286334	202.498653	123.641864	2.879072	1.577847	1.249882	832.663464
816.303247	770.336743	2.617393	2.476347	3.016288	268.992531	228.680182	1.075057	0.605926	0.182308	365.632048
275.082250	163.383499	1.753094	1.614059	1.525673	239.673746	122.725670	3.089137	0.457447	2.276397	288.802542
143.452249	103.910596	2.524383	2.490165	2.731940	212.352492	134.051945	2.061029	2.227163	1.878559	408.364815
188.154653	165.824767	0.744504	1.213600	2.547525	229.121528	86.893935	2.203390	2.470264	2.878058	501.644801
117.304488	76.953206	1.891676	2.785974	2.554516	119.499842	98.661227	0.626611	1.861584	0.836670	569.818100
168.648205	80.625864	1.503032	2.799720	1.979796	154.577274	73.839145	1.952259	2.027659	2.649223	304.511218
277.663740	233.179496	2.989454	3.081817	2.359687	209.784523	54.966666	0.087546	0.022788	0.041946	700.012200
211.872797	143.842682	2.517367	2.855065	3.108715	138.569738	95.579887	1.390365	2.024078	1.765356	547.105058
372.545586	220.144322	0.419582	2.790316	1.136994	240.853159	83.594107	2.837007	2.368860	1.338684	332.348525
437.729686	367.843171	2.829640	2.317067	2.413422	171.990524	67.471294	2.375816	0.994309	0.101891	526.819085
162.758571	95.769453	2.698133	2.222616	2.640377	268.284023	127.627092	1.362112	1.553388	1.194540	548.320289
752.480995	325.990202	3.039348	0.993925	0.802976	212.112254	60.834480	1.529103	2.613055	2.533342	94.212671
256.268273	167.070999	2.573556	3.137388	2.548166	166.039895	122.446628	0.384999	1.499165	0.241477	460.953182
142.956513	71.027750	2.642595	1.818369	3.041786	243.520675	70.446039	2.497759	1.033845	0.639067	361.488711
185.583231	71.836677	1.117532	2.207478	2.473946	106.118305	46.805119	1.304951	2.056935	2.945529	343.778812
127.086407	60.404207	0.399393	0.634977	1.348628	146.603199	65.643173	2.913377	1.873772	2.905575	65.780320
801.286912	580.919198	1.458205	3.027998	2.940786	369.996851	146.206706	2.643679	1.383443	0.185633	1252.754244
173.239957	82.714352	0.067106	0.943775	2.221303	161.434666	98.202182	2.647811	1.805610	2.442592	213.916137
176.290633	85.413773	0.028756	2.573130	2.513891	112.734667	48.322219	1.641539	1.560321	2.117259	212.422942
175.491189	86.109021	2.512737	2.848076	3.008295	153.549736	58.728615	1.957395	1.528647	3.010574	598.451635
147.508096	103.729803	2.514424	0.961159	2.088911	302.702189	144.218372	3.023593	1.628798	1.646897	196.597232
255.050330	69.977279	2.828348	1.703565	2.091473	114.871003	40.258859	1.813524	2.557831	3.038644	555.699272
228.880785	190.559043	2.205638	2.273540	1.317466	705.709746	240.965692	2.462640	2.286406	1.525019	638.349926
985.748460	716.422718	2.561938	2.474136	0.826240	288.779209	163.457898	1.167580	1.836606	0.657683	203.418644
174.348003	119.290930	2.093481	2.587036	2.463145	75.390078	9.630031	1.880559	3.125012	3.097079	349.300365
218.136980	145.808723	3.100657	3.116926	2.973790	183.023916	46.023515	0.054527	1.751801	1.053511	354.777197
169.868891	78.529812	2.912334	2.672814	2.179909	186.837230	90.784147	0.088769	1.156150	1.933598	331.845002
187.555822	105.559514	0.934705	2.558777	2.499716	147.986788	78.571071	2.445483	1.080227	0.253366	204.176740
819.341000	452.596074	0.020922	2.809762	2.503698	199.339804	50.211065	3.021464	1.825402	2.103393	562.328263
237.026678	168.982491	0.407190	1.690185	1.878266	265.441049	48.154735	3.134215	1.632822	2.418519	896.766014
524.423622	329.478759	1.971803	2.947638	2.378662	169.187533	51.464079	0.364924	0.662438	1.801368	1554.635826
176.517807	64.494897	2.024047	2.771628	1.994112	189.002112	94.929642	3.013857	2.217360	1.059992	636.959402
350.443652	240.404355	1.248730	0.196311	0.839077	192.365288	50.028614	1.110095	2.933593	2.227288	217.384140
141.515273	43.292988	0.666511	2.027217	2.613357	144.379029	56.434999	2.927312	2.875019	0.246937	207.662528
190.518082	148.588513	2.302939	2.927547	1.954145	449.701760	363.068025	0.646123	0.342607	0.492543	294.839515
373.735456	325.985936	1.725652	2.658863	2.796813	139.354547	63.137230	1.481266	0.928612	0.254957	273.092528
165.163761	75.647544	2.970111	2.741498	1.410879	110.416879	47.724520	2.820023	2.565200	0.325662	389.695738
160.499489	76.027527	1.928198	2.080891	3.016057	219.775522	55.515416	2.526546	1.169675	0.293165	246.382771
134.001077	55.892246	2.396435	2.982443	2.653096	114.464419	58.335460	0.121549	1.291926	2.196634	205.744979
214.447605	78.136147	1.520867	2.153820	2.611219	140.621823	80.882914	1.502911	0.314750	0.291799	139.041787
115.151933	48.983981	3.059747	2.352698	2.618517	168.812980	51.656368	1.225274	1.820079	0.074608	370.094253
345.997756	71.575178	2.934157	2.935279	2.419488	251.415009	111.144559	1.797804	0.435666	0.616216	415.820693
376.628344	180.509502	0.551760	2.665912	1.968097	111.529429	76.231673	0.143397	0.161515	0.805580	457.803424
114.308112	62.397641	3.086390	1.883822	1.948432	181.586858	48.824008	1.507928	2.822251	0.881061	175.551803
460.807394	380.154367	0.011372	1.314989	1.479036	237.100843	130.629513	3.052863	1.564878	2.517400	204.086513
161.629703	68.617036	1.978160	2.931885	3.024148	148.082435	61.452662	2.537478	2.489414	1.073654	625.649569
149.498874	102.618584	2.830686	2.175429	2.285782	303.855134	224.054302	0.884791	0.893515	0.315121	151.287235
486.162450	435.500801	0.123352	0.820200	0.524655	223.316992	109.964084	2.995335	2.550052	2.454932	430.502727
222.134000	160.410235	2.817483	2.535068	1.419673	135.881456	58.833066	0.810113	0.502674	1.882663	177.183337
311.773570	199.672491	1.825820	3.001240	2.379075	158.892480	67.370201	1.671635	0.847052	0.558898	58.327456
202.130107	30.855839	0.192491	2.569222	2.706855	259.170534	196.354634	0.209252	1.902197	1.132451	76.846374
195.755895	94.595185	1.521011	0.871685	2.237397	195.643295	19.902823	2.835588	0.435245	0.073756	214.435199
157.947792	43.269036	2.818075	1.865673	1.719750	106.597570	16.356361	1.982970	0.967817	0.732080	613.722314
164.463279	60.702919	1.777971	1.318410	1.527447	177.470618	24.958057	1.865478	1.898502	1.644058	425.178399
218.636798	25.602903	1.202416	2.907186	2.833842	149.744671	77.296116	2.955026	1.196345	0.502336	194.094874
117.499423	36.674185	2.794722	3.105012	2.575703	254.085064	173.373921	2.438889	1.252067	0.869681	698.037968
168.553778	78.523817	1.593918	0.737264	1.271438	135.443004	25.648064	2.665456	1.048754	2.078273	96.491824
449.031986	152.299677	1.841726	3.018417	3.088013	204.034354	166.274084	1.228105	1.019319	2.530921	810.436715
160.925138	70.688956	1.683266	2.754239	2.202599	169.494881	79.215983	2.374412	1.875019	0.880721	564.343248
373.367759	327.766519	1.349366	1.892049	2.827143	373.201404	337.773434	2.107842	1.194062	1.560764	173.588374
190.560184	99.155118	2.317668	2.504318	1.815709	163.488420	84.846133	0.976804	1.578752	2.701252	158.857105
147.234304	39.136881	2.555326	1.921700	1.339369	106.297981	53.373316	1.952642	2.604842	2.885964	277.835453
149.734419	70.405548	1.594468	3.135922	2.475953	134.798202	55.742577	0.572580	2.077120	2.079479	282.971015
204.333924	46.416000	2.886027	2.342191	2.983631	903.198776	436.318308	0.664282	3.115222	2.160138	731.747246
300.514431	244.564640	2.931179	2.797477	2.578322	238.845148	64.692379	0.555770	2.911101	1.534345	792.158786
460.496333	382.331750	2.090027	2.638995	2.781136	290.840774	98.099406	2.975865	0.146024	2.526081	863.505894
165.635896	75.789114	0.434709	1.596418	0.491837	159.033062	60.908726	2.513216	1.757988	2.648859	110.545347
611.173451	562.732238	2.846872	1.216786	1.525604	185.196706	124.235392	1.622908	1.294214	2.360839	54.575791
157.450649	126.180221	2.795023	2.886928	2.766454	350.214528	162.205387	2.070814	1.456118	0.559986	597.363620
263.168423	72.583944	2.171171	1.364321	1.139012	176.958096	46.033391	3.037303	2.087607	2.574550	690.854662
168.377434	75.292914	1.132604	2.835644	2.931240	143.059813	58.428010	2.162344	0.757082	2.302400	402.596123
140.152389	65.152060	2.379666	1.933233	1.298144	156.272601	80.959997	1.525536	1.235024	2.522613	217.124849
186.648697	107.883824	1.678963	3.069808	2.805292	120.538324	59.864351	2.164358	2.168305	2.964312	740.566262
153.557453	70.234535	2.984004	2.042720	2.872987	186.201293	113.534060	3.058799	1.228009	0.501848	348.555834
369.885485	202.520730	0.560006	1.554926	0.129398	215.629401	63.790753	2.308002	2.623507	2.149513	93.787673
195.707952	108.190739	1.087884	2.670591	2.944209	97.264441	68.401399	1.827062	0.825610	0.477182	69.365892
161.107193	98.010197	2.160418	1.503732	2.684279	598.690171	31.033821	1.676944	1.740760	2.517342	189.614868
175.160091	66.990181	3.112796	2.878038	2.168197	127.627579	97.887483	0.816894	0.712372	1.354410	564.882739
154.080920	72.834510	0.282266	2.208242	2.812277	155.243696	72.959742	2.342364	1.185249	1.396680	382.363205
178.368650	58.173036	1.939497	2.299605	2.699191	263.361306	34.630154	1.570531	2.111479	0.276098	299.679843
155.816748	52.504224	1.571199	2.237942	2.997978	123.362778	55.371912	1.895731	2.267445	0.790897	433.495876
238.745408	198.143821	2.641050	1.392408	1.059356	288.742580	73.227513	3.092043	1.456735	1.760565	520.125487
197.408100	145.887604	1.628098	2.466831	2.233961	186.755960	57.626174	2.132508	1.531868	1.237348	218.755824
168.605279	39.517035	3.066683	0.196242	1.610236	184.787771	23.603680	3.120279	2.700872	2.485432	295.032221
171.139254	139.782908	1.971067	2.418027	2.752521	165.450374	60.123506	3.091628	2.083761	0.886968	501.674666
204.991201	97.572488	2.864688	2.819906	2.049370	136.053750	77.231332	2.921146	0.043498	0.158437	677.247505
167.766741	66.630889	1.209951	3.125100	2.495150	213.213988	66.215146	2.146680	0.943454	0.105288	293.713421
221.381310	66.454915	2.256958	1.076902	1.167318	365.456877	302.190545	2.547518	2.954881	1.367276	321.971770
150.238680	73.028039	2.850643	2.255389	1.311354	185.234993	106.454401	1.529100	0.184626	2.938682	117.014381
90.313337	36.465064	1.111711	1.407034	1.822180	192.521427	122.855742	3.115434	2.805537	3.003234	325.921701
349.315649	275.108880	2.355726	2.996924	3.014062	100.483878	22.892599	1.081478	1.743942	3.100665	822.182643
244.868659	86.694924	2.776654	2.041674	1.711808	161.618149	36.413738	2.236375	0.859400	1.647452	470.232697
223.160851	97.519274	2.651779	2.805032	2.423541	351.176725	83.838116	0.512178	1.323307	1.177469	229.687253
176.154684	52.224826	2.665490	1.534109	1.667773	296.415324	71.629200	2.557891	0.738202	0.724251	148.432297
527.336315	448.249488	2.344281	2.906722	2.893539	439.655048	254.974356	2.046786	0.167562	0.345569	539.549124
676.793150	586.672334	3.028786	2.560105	2.412954	191.929613	92.951120	0.976336	2.156131	2.410143	429.704006
599.421594	457.629501	2.517944	3.045571	2.917423	204.180129	35.974687	0.842278	2.213658	2.412514	377.535493
169.123839	40.475645	2.441444	2.304432	2.788616	221.507926	99.266544	0.842764	2.428220	1.150169	224.926765
