m3a	m2a	angles_b_a	angles_j1_a	angles_j2_a	m3b	m2b	angles_b_b	angles_j1_b	angles_j2_b	missing_eT
307.328474	208.449122	2.900045	0.811784	1.183520	145.830771	54.259256	2.202398	2.009458	2.956305	147.928156
171.729910	130.245787	2.702293	3.004214	0.408591	126.935730	82.450918	3.130317	0.636788	0.016351	221.533947
206.922960	88.173554	0.931679	2.523125	2.991599	256.506766	43.116686	2.958479	0.944029	0.687976	759.515727
372.334104	300.787785	2.783335	2.961478	2.143735	158.654181	24.676185	1.636574	1.255787	1.674369	172.207446
606.069356	427.659202	1.244749	1.413679	2.573121	349.167591	182.204706	1.781897	2.526552	1.362162	225.177696
312.864207	142.467308	0.427138	2.409603	0.638798	95.881756	49.558088	2.864276	2.476872	2.302935	149.058474
163.142183	106.845150	1.590978	1.301920	0.449282	102.793509	51.374249	2.959701	1.671434	2.361852	104.433334
241.086153	104.760199	0.048617	2.791650	2.950116	244.319025	105.255070	0.438912	2.098057	0.476161	304.772900
164.678651	78.132625	2.352348	0.578173	0.037365	161.897909	74.412092	2.857933	2.797545	1.251924	340.912052
176.851650	50.169745	0.783731	1.965674	2.955790	203.364776	66.170634	2.815344	0.042684	1.825053	107.244431
119.118637	55.734843	1.336727	1.143815	0.407043	154.760288	67.980255	2.715747	2.164778	0.343259	174.928251
179.538101	83.780921	1.811691	0.502592	0.008823	174.038445	86.292074	2.488005	2.235169	0.673164	110.867654
155.179081	90.823708	0.228135	3.092618	1.797924	190.873145	37.625335	1.350272	2.066894	0.926796	81.478824
184.669032	117.312587	3.004201	2.728652	2.828146	173.225957	55.409549	0.829097	0.916261	0.424461	210.489422
127.898406	79.993922	2.344256	2.763194	3.115611	147.143280	56.457697	1.769362	1.753828	1.376165	362.499725
165.408187	72.037072	0.553486	1.533543	2.180860	170.615142	79.178561	1.469787	1.734531	2.538090	126.201440
270.773783	210.512152	0.314260	2.702482	2.449147	413.443992	322.014527	3.139679	1.035898	0.338419	527.788444
203.463209	52.572859	1.353608	2.961682	2.422395	142.465573	61.498097	0.834653	2.028192	0.453669	132.862173
261.420959	184.472644	1.788330	0.715363	2.669388	101.679124	57.241945	2.169303	2.341369	2.988726	132.603827
157.171390	74.701056	0.354257	2.875916	3.049251	158.257863	21.949445	1.432718	2.014894	1.927657	391.825733
216.045773	136.864519	2.971120	2.666433	2.187530	142.006379	56.241885	0.137392	0.027299	1.730291	117.006635
173.337973	62.129065	1.102719	3.073678	1.715543	153.991168	62.804376	2.200663	0.611961	0.943338	88.949173
270.760064	88.699744	1.061744	3.016592	2.439199	144.260315	59.251394	1.714554	1.043677	0.694042	257.875326
201.860993	100.051277	2.658486	2.327107	3.056379	365.570815	128.146368	1.349151	0.640818	0.158654	300.665458
143.086866	80.299837	1.583727	1.396235	1.861205	184.280738	70.722884	0.653110	1.980863	2.459286	132.005316
361.071803	44.362125	2.390388	0.048449	0.577890	175.673169	70.102231	1.334883	3.068252	1.523218	209.297828
188.326076	96.826955	2.869629	2.194326	1.912242	148.711081	49.238129	0.732161	2.175019	2.909875	459.632692
103.556266	51.838247	2.098292	2.100327	3.038464	118.858568	59.050035	2.726833	0.896442	0.899280	210.675432
141.497783	80.238747	2.266581	3.066300	2.865869	60.786231	31.006018	0.838935	0.344239	2.178028	181.152775
150.161770	59.734579	0.743053	2.829422	2.546929	181.786581	71.450006	2.498579	1.955651	1.122885	255.473221
511.632926	379.659413	1.383957	2.352525	2.623626	153.639576	72.259000	2.455130	1.708800	2.983806	257.691340
90.052372	40.116351	2.296593	3.034929	2.024812	130.431550	55.057647	2.642096	0.269292	1.488049	209.591377
272.890595	249.479024	0.061527	2.939529	1.903327	100.787231	40.512147	0.784201	0.958193	2.518848	281.670653
166.172862	80.577084	2.568253	0.256023	1.620091	162.893532	72.724922	1.742322	2.107900	0.239787	158.152662
347.859906	256.512447	0.043889	3.082994	2.256992	266.155867	187.657738	0.312362	1.657642	2.748793	182.237913
175.188868	136.363497	3.005005	3.052725	1.893752	155.894890	43.451672	2.693964	0.674659	1.766441	421.741001
170.711854	58.786040	1.366664	3.089495	2.510067	229.766069	74.952349	0.167067	2.737239	2.111584	191.644636
274.711958	199.954990	1.729906	2.206792	0.735816	171.738974	52.122925	1.754955	1.485968	2.197549	133.951806
169.705719	34.774803	2.306042	2.615964	2.714739	184.728486	104.860859	0.310301	0.453114	2.530720	75.767058
315.455696	53.898431	0.176605	0.232052	0.260524	119.979054	42.022631	2.631673	3.089679	2.281733	98.187925
194.216730	29.870451	0.337681	3.127681	3.054654	159.550550	40.249146	2.772820	1.210257	1.193283	52.644132
191.264831	100.379850	0.502057	2.864477	2.808208	170.939957	40.556524	0.100582	0.903940	1.210678	392.670407
270.625509	222.167582	2.389183	2.165604	2.500417	91.136696	31.770719	1.039041	0.129165	0.661953	60.207502
175.391944	108.705034	0.569063	2.468482	1.065084	81.861172	36.692146	1.409240	0.443143	1.350580	115.122035
94.446516	33.456204	2.468636	2.007002	3.014476	45.491005	20.865589	2.842101	1.351378	2.784121	220.135019
109.106859	36.634256	2.797599	2.854324	2.561721	75.923033	13.151735	1.270885	1.453748	1.478552	163.355469
193.835390	95.760648	2.244004	2.714701	2.679416	103.632806	36.724789	1.048068	0.962058	2.743978	443.103372
311.908730	158.508174	0.965172	1.200070	0.751373	173.544245	63.025073	2.479059	2.714003	2.175788	114.289724
164.570995	67.175904	2.826622	2.008314	2.360931	113.200717	68.158843	0.681761	1.919338	0.026554	295.095913
344.591250	248.888441	0.374296	2.887365	2.829319	116.111678	38.048016	2.786527	2.238405	2.767860	308.005296
213.544304	147.982669	1.097139	1.348144	2.457180	175.876853	89.392322	2.082340	1.835534	1.041999	289.154226
167.356207	73.017144	2.540190	2.859316	2.048155	180.259616	90.981592	0.158616	0.061707	2.378456	185.160023
153.714233	67.112885	2.922053	3.136472	2.142910	567.024945	506.363621	2.557722	0.903688	0.474001	322.124135
162.296491	38.834042	1.400386	2.651340	2.419480	52.031419	12.512376	1.287554	0.316363	0.751778	110.524282
95.316878	30.044627	1.285531	2.237961	2.524055	187.006923	26.891063	3.076700	2.598170	3.042702	391.027032
137.825052	74.263360	2.295018	2.649144	3.114665	158.284581	76.509088	0.812329	0.356983	0.755343	136.190945
192.016518	76.420155	2.623810	0.217630	0.949377	168.710393	150.631451	2.067395	0.100247	2.991877	158.098409
159.709856	73.567709	2.521398	2.629551	2.974504	124.868367	86.570030	0.654613	1.152017	1.582311	306.312816
813.426183	719.307125	1.170321	3.085055	2.699594	228.051852	85.881068	0.585154	1.797167	2.541330	305.251397
116.067002	65.589598	2.387794	2.423587	1.336666	149.707073	66.866496	1.694898	0.433950	0.865492	115.221858
266.969537	85.943712	0.898494	2.598321	2.373118	260.005814	87.950981	1.442410	0.693381	0.506721	288.787237
217.428870	48.637261	0.010732	3.125288	2.585560	160.882473	119.098917	0.267930	2.201689	0.693646	110.806146
268.002020	150.189538	2.423762	2.953019	2.148855	76.925756	20.760972	2.738596	2.449835	2.114450	583.364581
167.834234	98.338936	2.975270	2.630920	2.625200	169.803508	111.869518	2.970510	0.069216	1.370600	256.844620
160.398179	136.407434	1.499812	2.456036	1.801229	287.021551	139.956341	2.676932	0.823847	0.966585	137.630525
171.429225	145.580988	2.522384	2.414213	1.813127	168.605112	22.705866	2.097951	2.198098	2.015102	352.989623
199.893114	120.708274	2.256305	1.083637	1.833746	132.301542	36.729650	2.899986	2.854381	1.385927	135.489268
173.841078	27.888689	2.516249	1.357853	1.711423	106.431471	50.709027	2.560318	1.368611	0.196158	83.831260
204.186113	158.732919	2.008436	1.311047	2.971743	118.948063	33.262513	1.781817	0.886474	2.446346	129.783503
269.623097	73.875759	2.822371	0.650378	1.341226	168.932927	33.558249	1.264576	2.740044	2.924203	209.471154
151.298528	65.138819	0.345845	0.847806	1.768850	207.781695	119.267900	2.792606	2.796514	2.207740	219.896313
167.639406	138.381765	1.881082	2.997015	1.889782	140.407318	76.745427	2.751068	1.514519	3.031036	448.925323
168.261638	80.895602	0.429204	2.380919	2.613572	56.725780	39.435769	2.894781	2.771191	2.863967	178.650769
176.569529	93.934770	2.948992	2.566256	0.631212	65.620868	49.077172	1.037798	1.048040	0.317283	234.510193
168.452056	101.436550	0.788094	0.745876	0.006287	41.064345	23.518395	1.178604	0.101614	0.874505	609.206086
181.092920	65.036037	1.686375	3.045773	2.704787	281.918609	178.462979	2.388206	0.277647	1.227279	106.204083
162.224247	93.390399	0.032257	2.481480	2.621202	184.455934	86.650974	3.111226	0.071273	2.180551	333.001233
154.297832	71.341175	2.807055	1.657125	0.965039	227.141281	153.517059	1.947626	1.613702	1.344572	34.345560
611.784242	162.716110	0.166044	3.127036	2.407905	186.426589	79.651941	0.049723	0.645896	1.217517	940.656957
153.133435	72.759860	1.590000	2.278286	1.813175	345.373392	178.736281	2.575000	0.921524	1.575637	331.091579
172.259222	75.841838	3.095285	2.665679	2.212253	152.052441	71.942115	1.207419	1.308032	0.982208	373.834234
184.680880	28.852009	2.694433	2.359352	2.012615	221.025898	182.801226	0.572369	0.582648	2.233354	258.190930
151.896436	88.323813	3.077952	3.045564	2.323931	157.264891	71.077630	2.603378	0.531428	1.832702	325.346305
218.692408	103.529974	2.076023	3.091890	2.265422	112.421537	62.881747	0.385908	0.875122	0.534309	287.658586
471.730988	345.161809	1.909093	0.096669	0.971096	277.575009	37.054172	2.714695	0.124598	0.075335	318.661119
140.283137	28.133622	2.923578	2.686919	2.157868	105.916567	62.277580	0.988892	1.394522	0.171541	520.392329
420.112517	402.533256	0.230248	1.147435	1.078072	447.256863	60.637111	0.228728	2.434048	2.697924	101.015259
160.536565	72.365731	0.920196	2.905592	2.449746	384.157400	59.922668	2.797443	1.890693	2.956262	321.454020
187.570241	45.051525	1.073156	3.044337	2.272668	224.252796	65.386253	2.388423	1.770237	0.738070	355.640153
214.543325	82.651408	0.456833	2.333559	1.382404	80.185397	26.073031	1.699254	2.506759	2.758355	58.035188
463.861059	371.964826	2.445968	2.522609	2.734738	418.800138	283.466005	2.895194	0.900355	0.693600	364.648584
157.781029	32.946595	2.425998	1.691802	2.504580	126.914872	60.134316	1.269727	1.867240	1.529732	215.602203
128.750185	80.523083	2.445705	3.139929	2.609334	179.513901	109.017154	2.029108	0.651582	1.154877	512.043707
168.292013	48.864331	2.775141	2.290039	1.603009	149.869703	73.603461	2.613215	1.482881	0.690984	264.846368
170.394608	44.705291	1.425626	2.521551	2.132345	156.651989	71.246867	0.486320	2.790549	2.536860	215.535902
165.595392	39.300566	2.981716	1.728527	2.649699	38.927690	11.692565	2.986676	1.860657	2.603155	473.077691
184.542765	86.155045	2.599651	2.924041	2.174896	170.945821	59.465881	0.926323	0.047421	0.134353	266.232925
198.724777	133.051184	0.205828	0.533010	2.285384	169.288356	18.465042	2.777391	1.427068	1.481834	102.117663
140.789225	44.721127	2.237593	1.407650	2.196180	161.261080	100.793970	2.249257	2.931344	1.181326	139.664610
165.390106	99.303149	3.029443	1.704166	2.014808	116.752279	33.522125	2.316794	1.027180	1.358458	248.718783
130.708563	62.268920	2.508833	3.042427	2.492902	287.339845	250.784176	0.798734	0.322751	1.030068	364.320368
174.510944	78.632193	2.585867	1.963986	1.335471	153.368605	46.863878	1.262222	1.883662	0.330029	79.022255
226.417169	162.146168	2.860639	2.231430	2.369183	101.923891	21.878489	0.695424	2.870138	3.037923	459.311839
185.213273	122.221496	2.498524	2.733020	2.759364	267.099643	106.066664	0.182632	0.969569	0.765429	26.383368
121.354842	72.801185	1.194415	2.396302	2.316766	143.469461	62.246936	1.843847	0.673340	1.419127	222.411366
596.878903	494.556396	2.498334	1.897353	2.147843	136.244854	104.268495	2.900638	1.767621	0.042853	221.119401
212.758140	184.727204	2.047493	2.081506	2.969653	64.654849	32.598001	1.092925	1.949595	0.952691	150.850098
173.699536	104.713610	1.035435	3.047820	2.052914	106.121659	45.148532	0.045837	0.771930	2.874473	221.826024
200.432953	52.562897	2.360303	2.091169	2.378793	105.197125	59.753225	2.210633	0.165573	1.291407	274.008107
270.443399	240.965554	2.837229	2.172419	2.978976	454.837264	125.099814	1.871313	1.588811	0.696690	113.889602
429.347040	319.850179	0.622505	2.072995	2.200117	106.439335	29.076299	2.012139	2.773493	2.599779	282.546871
194.789592	25.708953	1.498500	2.677410	3.036016	161.186195	28.104181	1.922109	0.176562	1.814248	188.024946
204.190844	86.693629	1.274105	2.957715	1.937930	135.422645	26.560960	2.522511	1.678831	2.010771	297.598783
871.048591	588.734832	1.962030	2.080697	2.158183	236.207299	83.226464	2.894778	0.951219	2.455630	440.669346
141.304825	84.189524	2.248030	1.060993	1.919113	376.002151	227.891039	1.918365	2.859946	0.417117	106.852112
202.118892	77.644003	0.980532	1.907075	2.846065	213.182122	23.454108	2.511731	0.947667	1.553705	439.607941
674.914532	615.713974	2.850071	3.064490	2.315192	161.844005	76.865528	0.153358	0.401850	1.464921	212.636455
118.818451	30.921273	2.491188	1.712944	0.656205	66.140739	53.405408	2.401879	2.470877	2.063344	299.096633
180.125070	25.790437	0.820384	1.249847	1.810385	84.151595	52.437610	2.201415	3.002877	2.827085	53.873041
364.859213	316.357475	1.942738	1.819024	2.658759	239.022252	67.018677	2.214408	0.190216	1.399392	275.311740
130.599958	31.603889	0.773473	3.091625	3.020329	152.178441	47.856326	3.108416	1.595635	0.293695	92.369802
139.366725	39.711250	0.706192	2.934412	2.881415	257.110006	74.003771	1.256271	0.882074	1.818813	71.576252
305.795514	198.815081	1.131937	2.710267	3.028939	180.659494	62.357279	0.390680	1.323111	1.639537	102.538830
283.973117	220.846129	2.634569	2.815251	2.245803	161.602436	60.363917	0.492515	0.262931	0.443740	357.504903
330.560346	169.057739	0.084582	0.452845	1.008974	247.391971	41.474730	2.976813	0.015220	1.726070	61.490719
149.342693	69.717250	2.234239	2.899583	2.802959	201.186371	43.236848	0.312215	0.802206	0.128351	104.907287
168.752840	72.205825	1.893707	2.931452	2.478756	115.657784	60.737883	0.928599	1.185372	0.490792	298.246913
171.709442	62.965510	2.788225	2.074853	3.084991	244.544233	112.766341	2.226328	0.799210	1.371502	305.827937
163.506787	36.534914	2.258761	0.125826	0.024480	149.385330	131.701995	1.911664	2.411651	0.524377	34.891132
143.219055	39.313575	2.172450	2.361124	1.409215	97.420235	55.418327	3.140827	2.651974	1.619968	342.867563
150.041122	80.155121	1.800508	2.578988	2.417355	236.665326	134.806369	1.318638	1.575270	2.871124	256.176253
168.350588	72.746018	1.267876	2.183941	1.265979	155.700014	82.631082	3.012846	1.700250	1.188760	220.121653
155.293507	75.789579	1.778993	2.518512	3.063048	137.239204	42.409679	1.234284	0.292577	1.106508	241.699820
184.373713	54.385057	2.068803	2.925930	2.491913	189.773850	139.809659	1.211673	2.169145	1.115975	379.237982
202.426818	122.360540	2.461267	2.342193	1.667142	126.767044	82.512397	1.002547	0.893715	0.630374	88.506519
140.134666	66.576989	3.139869	2.671727	2.741418	169.945505	105.825633	0.534605	0.512635	1.390962	347.983451
682.213294	85.739514	1.383487	2.248379	3.038054	178.408787	87.979564	1.819163	0.470322	2.717856	444.433641
139.234286	48.007409	1.612517	2.650909	2.954255	134.610555	74.392153	0.853524	0.968443	1.293584	188.299304
844.861107	791.594153	0.516686	1.983945	1.543785	149.467477	28.446189	2.822200	2.637252	2.944454	571.772400
152.185983	65.829215	2.061071	2.462213	1.562108	221.220652	45.344579	1.641408	1.855440	0.919449	54.178527
176.626801	50.129702	0.030867	2.683763	2.961517	179.996815	70.893221	2.175296	1.585519	2.574334	357.552388
196.361089	68.730274	1.543239	1.216316	0.477125	75.471018	24.907518	2.451108	2.595334	1.504315	103.164720
183.895148	96.399991	2.118488	2.758216	2.188219	239.953603	62.426831	3.068862	1.373911	0.329317	210.300613
278.365086	191.023877	2.725913	0.683353	2.448878	193.773051	52.519355	2.933955	1.739562	2.727653	527.431346
198.690812	116.990962	0.174579	1.856653	3.043006	142.902727	81.161530	1.075246	2.038726	0.561318	131.449366
167.677871	151.565206	2.416003	1.802547	2.967867	57.096636	35.185836	0.973740	1.722041	0.283957	121.536513
271.159093	208.265971	0.447808	2.081502	2.727573	115.997314	38.954837	1.719173	1.736752	1.217253	256.067118
325.674735	280.272638	0.635162	1.443832	0.018479	123.086097	68.703935	2.768888	1.930613	2.767568	204.224503
873.455919	214.660012	1.865120	2.581871	2.365270	304.950372	224.993051	0.213104	0.251477	2.802484	442.883344
129.377619	73.154426	3.014378	2.103814	1.139874	152.907379	89.039132	2.249163	2.642015	2.526196	319.624834
154.199199	105.439323	1.225974	2.855058	1.776410	138.422436	27.395266	2.195395	2.476536	3.039994	264.087941
155.785625	62.486483	2.967709	1.189319	1.686107	129.784572	86.126491	1.237892	2.286985	0.839199	157.570303
219.320889	49.085265	1.506587	1.929197	2.447407	102.761263	53.802791	2.378003	0.580672	2.056969	160.967064
184.902129	84.055181	2.099516	2.513156	1.615474	155.800072	110.371541	1.938084	1.760120	0.948739	390.889940
525.122358	500.002858	1.902220	2.948401	2.598288	188.521823	112.956819	2.177959	0.362070	1.182223	168.933482
106.193908	36.583933	1.877878	0.708786	1.273363	169.862235	75.717564	2.737536	2.138107	2.766717	236.726848
174.112656	80.338807	2.370913	3.086175	2.255992	155.257608	77.284280	0.275220	2.111779	0.788547	180.134707
147.702635	26.499990	1.470758	2.664028	3.080801	156.487953	62.829341	0.429981	3.123561	1.125081	119.402969
239.690689	121.597834	2.028770	1.294024	2.885688	119.900890	39.433486	1.735165	1.127104	2.693926	173.883447
326.857635	199.478351	3.000738	1.531966	1.613633	137.898056	96.327929	1.939517	3.078161	2.337905	259.569509
557.301753	462.783965	2.157448	2.151886	3.021513	216.155610	63.475723	0.639489	2.497111	1.336629	201.339791
482.001474	399.576535	3.120709	2.889744	1.691848	202.819913	130.799282	0.089432	0.745268	0.763660	335.612898
207.133627	100.928299	1.299334	2.503831	1.636595	180.857890	49.476943	2.423633	0.901792	3.091320	263.347611
235.611312	150.744004	2.615613	2.280357	2.705549	120.827762	28.764441	0.502251	1.608090	2.750376	262.258047
193.316767	78.302687	2.841800	2.827176	2.287169	164.051977	75.306346	1.673395	0.153267	1.161111	642.198171
151.656304	107.990369	1.899528	2.708137	2.748383	164.105808	94.491111	1.227223	1.917593	1.995819	339.984401
157.952741	45.290877	2.819694	1.741334	2.400100	134.726568	65.580201	1.392880	1.102002	1.533650	321.276556
170.899027	86.398496	1.273996	0.768182	0.401100	188.546852	69.371807	2.715869	0.218038	0.411529	92.389217
204.831794	95.743600	2.746589	1.230985	2.466506	152.295090	47.989402	1.972643	1.075401	0.774311	169.556205
478.144886	305.136891	1.835120	2.298796	2.958620	169.956667	114.273193	0.221498	1.609305	1.945728	261.900516
172.148455	76.388066	0.816461	2.060822	2.234279	430.422122	127.878998	2.599355	0.612736	0.816835	187.608035
252.476019	150.862857	0.818845	2.308482	2.121543	86.711085	26.212881	1.792046	2.685774	2.847709	205.237510
194.251104	111.609298	2.179496	0.647142	0.429845	137.122279	61.404929	2.271922	1.642638	1.281346	203.092152
193.875348	57.436045	1.165774	2.677078	2.641417	115.646470	42.845613	1.900860	1.896615	2.041988	239.603652
163.343270	48.509962	2.702159	1.992312	2.504359	66.908666	33.119135	3.102891	2.502831	3.094577	546.553264
155.998163	64.235830	2.768775	1.907223	2.700245	61.186429	10.291969	0.522560	1.578855	1.897636	290.275251
167.241776	45.171358	1.509274	2.376462	2.144951	224.611294	155.347821	2.299731	1.254754	1.127404	164.815128
272.315560	88.404351	2.854334	1.120876	0.363594	254.291395	100.833146	2.972915	1.530350	2.713908	270.618334
157.493842	118.961192	2.173042	3.123536	3.066971	108.489714	56.937408	1.119558	2.419558	2.001172	515.005169
552.072775	358.284858	3.075757	0.879114	1.120521	184.814185	18.878462	3.014948	2.635851	1.946759	564.896167
189.687251	103.477277	1.539582	1.289005	3.084784	77.163021	10.533203	2.420213	0.517556	0.851539	71.555946
319.640394	271.088931	1.960870	2.567364	2.417415	97.134948	40.535250	2.186034	0.102288	1.076929	327.544170
184.790606	72.093425	1.142607	2.178910	1.436407	143.546559	38.746022	2.994413	3.130389	1.869400	207.798786
166.579116	79.748114	2.868908	1.857819	1.736124	131.517943	59.202405	0.840458	0.878260	1.716779	13.252988
217.088016	160.974232	1.788398	2.429798	2.462808	109.391519	68.839094	1.173995	0.378699	1.591292	138.099855
250.989238	166.505707	2.220670	3.079026	2.280532	176.741331	93.148422	0.795834	0.614255	0.029474	97.765916
174.591004	118.048108	2.952313	2.609319	1.062856	197.270269	28.411889	1.676020	1.534024	0.984244	185.394192
242.109789	121.364630	2.541408	2.068893	0.420501	106.985829	44.342528	2.233502	2.948330	2.547782	267.114146
186.946847	131.452322	0.582697	1.712132	2.916293	380.390000	135.015124	1.432848	2.278208	0.268711	131.766115
130.427242	32.237586	2.240193	2.892110	2.143019	96.033928	9.226155	2.126009	1.399284	0.774289	358.594489
146.574751	78.415664	1.831494	0.051750	0.798082	128.059038	74.934266	2.976993	2.788925	2.543874	119.245876
196.432241	137.552266	0.170137	2.041910	1.751796	622.918237	585.164879	0.239528	1.425840	2.972181	237.122113
354.121438	171.778622	2.328729	2.880488	1.870937	197.583376	48.048402	0.036861	2.741010	2.653827	222.258502
141.886861	43.928437	2.396877	2.271474	1.637176	216.783430	43.004977	1.521850	2.123461	2.948133	279.394248
145.038358	80.459459	1.151573	0.657981	0.398000	155.807680	83.977253	2.288352	3.017680	2.581826	35.115885
195.737430	64.096767	1.934021	1.797177	1.850636	137.910701	45.466916	0.245278	2.477728	2.907300	230.087144
215.262994	57.988698	0.335374	2.061445	1.798780	157.387232	51.067580	0.981124	2.513774	1.734385	242.989465
378.131473	264.618073	1.127020	1.873256	3.055291	394.575000	301.961484	2.872993	2.728707	0.113068	374.606641
204.550439	103.340039	2.747065	1.410795	0.198621	81.412046	36.599057	1.917737	2.161291	2.679723	176.680517
