m3a	m2a	angles_b_a	angles_j1_a	angles_j2_a	m3b	m2b	angles_b_b	angles_j1_b	angles_j2_b	mT_b	eT_missing
323.979006	188.314740	2.845306	1.059662	2.468966	194.924142	118.978268	2.897802	1.638096	2.682406	138136.090060	326.280636
195.181308	69.850769	1.001358	2.904647	2.470341	279.680238	73.322785	2.818870	0.207121	2.275273	103135.954532	222.009243
222.591946	115.147482	0.628853	1.802516	0.751768	218.701465	57.516700	1.940316	2.050321	1.706675	172331.538208	275.641750
270.353260	80.527181	1.868795	0.983530	0.711388	241.188389	168.520762	1.622544	2.320409	2.567933	24247.509419	107.831489
832.013794	537.642572	0.689986	3.052961	2.450042	198.677210	127.550568	0.346898	0.001581	2.023728	8579.899171	596.174994
153.682459	77.406536	2.636413	2.445804	2.984302	376.938435	94.858939	0.152843	1.974371	2.673029	2577.397511	439.224916
767.904247	674.934055	2.377489	0.973093	1.606013	208.954116	107.693353	1.866021	2.212392	2.359854	81181.619125	164.766447
158.540429	49.930474	1.721632	1.863565	0.999336	188.495466	33.128132	2.725678	0.729672	1.469542	65699.141093	149.571824
481.462477	405.825651	0.575027	3.072427	2.608481	373.248265	83.158363	2.994288	0.164488	1.953529	255989.986008	279.335161
295.124090	251.809572	2.819124	3.134288	2.328339	195.630148	143.006425	0.509360	1.906009	0.722280	2793.836834	146.902705
434.592467	162.186521	2.890785	0.248637	0.872404	398.860727	268.684548	1.750621	1.573764	1.156599	14552.654172	167.580301
275.743230	156.980423	0.819904	0.546202	1.404443	195.514744	40.055831	2.773582	1.550056	2.211479	77662.151723	180.891023
140.193024	84.123765	2.780359	2.682686	2.402095	311.463267	251.347681	2.443264	1.798430	0.341986	43041.999033	387.985451
508.685087	129.466485	1.548583	2.437049	2.863524	478.031236	166.297753	0.351984	1.450429	2.544451	7434.110869	217.462638
1329.555706	1232.785508	1.011054	2.948574	1.801511	222.355551	64.551837	0.553469	0.792840	0.938106	21753.787770	309.510076
505.834783	449.884938	0.522884	1.542507	2.799872	229.495693	93.188134	0.974852	2.450888	2.775463	11268.074635	118.010059
177.315461	113.832478	1.635703	3.090280	2.600733	357.810384	180.645684	0.476717	0.324822	2.130388	2866.494631	107.826744
184.681290	76.725690	0.623895	2.277722	1.636961	276.354798	42.822772	2.946734	2.219720	1.663322	91014.519592	374.688724
441.155865	155.943770	0.952644	2.099705	2.168602	168.181646	77.997283	1.098133	1.641565	1.411265	36677.180199	206.540577
986.183373	909.787440	0.369898	2.786130	3.031712	160.936593	97.139691	0.356127	0.546802	0.048239	3290.055591	208.359403
216.222078	115.993386	2.711930	2.740406	2.498612	331.057988	255.251019	0.674689	0.851641	3.044778	15912.968121	517.274969
198.720758	61.264375	2.973978	2.688545	2.423385	155.352013	68.256579	0.606697	1.760742	2.076470	22807.404248	596.970783
691.115519	632.598867	1.611406	2.797857	1.362376	179.956067	94.092344	0.065113	0.857417	0.545997	80.637208	163.275321
461.741625	415.573198	1.449640	2.448023	0.768969	328.905830	182.797988	1.671853	0.226090	1.862229	47634.085154	127.408442
592.084220	485.017692	1.428729	2.864243	1.946888	253.999116	137.093952	2.681404	0.497197	0.755959	54023.535409	158.222165
353.370119	233.580468	0.271928	1.715055	2.825262	431.095758	97.995586	0.526174	1.895771	1.281459	5618.225562	312.602987
197.784018	94.139131	2.627219	2.566767	3.095972	232.807783	115.604867	3.096058	0.205677	0.377713	35635.197582	229.583244
540.866360	447.394869	0.305480	2.846609	2.744067	315.425214	129.577450	1.945916	0.806437	1.147545	88779.610593	426.230739
182.910539	88.332512	2.948734	2.611914	2.963582	489.471848	244.429959	1.369724	0.107854	0.997398	75347.203687	293.336175
186.273340	58.963752	0.006896	2.726886	2.790916	202.051377	88.955207	2.776126	2.287826	0.722903	66766.300998	168.818136
165.400922	75.316199	1.807953	3.109510	2.788253	389.145070	251.606445	1.610882	0.896943	1.043060	50189.115002	221.945428
638.971116	569.566139	2.215503	0.253476	1.948237	136.495398	67.799640	2.138681	2.250031	3.036984	123635.666256	277.455454
1163.202257	1117.535542	1.412397	3.014486	2.514730	151.878290	79.308987	2.350767	1.038808	2.273766	21640.304331	172.924626
1004.739441	883.261090	1.321076	0.347081	0.978833	263.599143	109.085306	2.857664	2.054187	2.894823	280597.841644	325.189438
446.524353	258.611992	0.924183	2.682217	2.994161	284.818245	99.422749	0.725550	1.212981	1.817071	14249.964380	181.861887
368.879739	282.944552	1.977538	0.101100	0.184359	164.724786	87.213725	2.201895	2.935814	2.440358	35376.877761	149.441814
269.667149	205.105954	2.390863	1.918850	0.392716	284.330306	168.767783	1.654622	2.430266	0.423148	20251.831526	306.514072
