m3a	m2a	angles_b_a	angles_j1_a	angles_j2_a	m3b	m2b	angles_b_b	angles_j1_b	angles_j2_b	missing_pT
481.134000	123.767410	0.964786	2.292260	2.920801	639.908376	333.334788	1.998186	1.673358	0.438030	186.361993
332.396364	274.376397	0.750191	1.360437	0.483112	451.077376	237.815405	1.357181	2.598106	2.993995	99.726934
421.132744	366.379196	0.268401	2.746318	2.284517	485.836279	75.957883	1.212676	0.664274	0.263250	98.465569
249.439790	164.996038	2.506351	2.579670	1.582974	182.220323	91.532502	0.464922	1.385274	1.744852	220.603935
201.415409	61.224351	2.030195	2.101886	2.772397	164.703427	129.517829	0.349282	1.296764	0.638857	132.552348
386.450177	352.476441	3.063867	2.171627	3.130387	679.594021	168.036901	0.099814	1.283579	1.807957	207.012150
529.074027	479.936258	1.233227	2.316284	2.918818	176.454828	80.230331	0.535478	2.491981	1.603314	280.055041
485.832939	174.319769	2.452760	0.432696	1.067040	606.783053	72.360707	1.056920	1.871325	3.099177	191.561021
232.497063	182.405133	2.747785	1.993344	2.783689	184.566537	75.001441	1.711595	0.535100	1.494257	224.373516
235.126155	178.674824	1.755891	2.862241	2.752779	249.164792	140.021323	2.289108	0.167430	0.556129	153.080811
323.518295	273.661138	1.573207	3.074920	2.542553	257.993948	52.751535	2.976355	0.448323	0.310630	255.000408
146.010691	99.512567	1.838316	2.497872	2.749180	184.556210	78.271302	1.360011	0.400415	0.315923	101.259900
390.363254	95.578651	3.011957	3.116438	2.228676	150.282662	118.886507	0.045801	1.104569	0.060427	94.766610
503.139662	251.049537	2.849931	0.883972	0.524880	207.852051	104.638758	2.671311	2.745955	1.870340	168.971996
208.864344	76.987811	2.990156	2.112605	2.780115	195.364900	92.976724	0.396270	1.631103	1.559052	77.723432
341.979128	135.320270	2.808151	2.681804	1.796920	270.783497	66.016459	0.431817	1.934186	1.038257	454.065349
173.778041	82.857292	0.903129	2.308629	2.770006	92.407004	75.012063	1.442426	1.810592	2.356516	405.585950
242.996714	115.407332	2.174972	2.574719	3.098999	199.932487	93.612104	2.247870	0.630041	2.364485	207.787324
178.565698	57.523687	1.876156	0.214667	0.682276	267.719748	60.793906	1.943479	1.915180	1.673142	228.189919
177.108974	72.345215	1.674319	2.333263	1.647249	372.077698	74.013667	0.483978	2.407071	2.616340	98.350358
279.089268	210.054877	0.285130	2.843885	1.560455	291.131118	83.261912	0.509933	1.325433	2.198486	92.413323
274.761000	146.482784	0.246575	2.844121	2.392143	106.123040	57.768175	1.278692	1.871269	0.984676	367.532406
387.832194	307.383347	1.644375	1.322876	2.678836	331.962012	96.108365	1.320340	2.132032	2.654117	123.765607
866.242537	726.812486	0.596286	2.890128	3.004249	210.528354	68.883701	1.594959	2.957291	2.139850	674.423856
469.819490	177.317050	2.593500	1.957847	1.092583	381.715060	174.621752	2.132423	1.098171	0.143442	138.015173
144.738987	93.132003	2.788561	2.384333	1.319030	188.531369	60.344580	2.673800	0.101059	1.185397	101.555249
272.763133	162.601961	1.706335	2.314455	1.331791	210.958162	168.332837	1.960826	2.169017	1.203543	344.115238
470.712125	267.951546	0.352672	2.916194	2.222818	273.452542	66.672430	1.089008	1.703936	0.796093	289.730272
311.924991	262.714901	3.092356	2.925164	2.224491	224.067267	79.971095	0.305350	0.556577	1.577454	180.994100
149.151057	87.132517	1.011598	2.005332	2.830095	132.211159	69.693570	2.946135	2.467577	2.921064	343.403782
649.050454	144.393010	0.731610	2.852884	2.870235	306.877823	78.049259	0.107153	2.177897	2.236104	370.939903
664.263262	206.931191	1.219467	2.456958	2.950499	313.081269	138.267605	0.689186	1.241764	2.408771	512.279017
177.423565	45.362949	0.713438	2.411821	2.921144	138.816455	20.531222	3.060690	1.009307	1.403965	226.973903
204.646764	117.287237	3.015221	2.266219	2.972629	166.232409	62.327539	1.218982	0.237729	0.989537	383.583822
333.217935	213.466245	3.084135	2.100221	2.627812	305.988402	108.227008	1.349872	0.155668	0.752867	371.864339
206.534360	87.583509	2.403002	2.773253	2.844303	263.085187	208.731843	0.353007	1.147791	0.544170	233.932330
553.741277	526.273982	0.101988	2.821391	2.984432	222.853229	149.628769	0.373123	0.064077	0.401189	341.081947
691.930247	537.086041	0.899011	2.966323	1.601563	416.936132	166.585057	2.546002	1.344613	0.815561	146.589176
179.607039	156.489734	1.376679	2.677485	2.507087	129.777890	26.459086	2.001660	2.271447	2.036369	229.135163
110.786251	49.761411	0.326975	1.411813	2.670165	118.952267	47.973205	1.902537	1.407195	1.476218	73.859357
570.850818	527.548280	1.658602	3.104885	2.860817	175.539291	69.263143	0.152637	2.419176	1.011462	293.728398
342.224631	74.108891	1.322722	2.290946	2.806380	285.656777	82.831440	0.902364	2.302647	3.081710	73.008784
184.454196	100.577131	2.925702	2.656151	2.883218	228.637195	132.860624	0.980247	0.337653	0.402386	289.972761
627.552560	523.211062	0.352484	2.914461	3.065098	229.889134	125.643587	0.705388	0.469739	0.022667	142.288507
169.774395	80.421700	0.703797	0.570906	0.299670	240.602246	48.977665	3.057047	2.524294	2.807773	455.201203
285.778957	61.709165	2.432478	2.989359	3.037086	161.986529	48.861854	0.514208	2.337047	1.486937	575.539371
381.706069	345.087044	1.318256	2.767415	1.972055	174.828532	105.983543	1.193376	2.342905	2.181071	248.319930
243.142427	120.893657	0.894287	2.849332	2.156787	213.314407	41.916166	1.289454	1.683801	2.359900	178.060765
255.178167	73.414661	1.246516	1.783011	2.224444	185.050421	101.978016	2.068726	2.296987	2.269114	236.962397
413.442067	55.256031	3.086935	2.099933	1.531867	135.053889	80.202414	0.459526	1.045126	1.567158	169.331585
497.939836	184.756226	1.743061	0.570152	0.678665	396.101973	80.838256	2.922290	1.257088	1.251757	80.588411
259.012372	96.177375	0.671483	3.049620	2.938045	217.493757	121.910426	2.438502	0.184412	0.620817	380.877779
193.444105	161.238866	3.088205	2.874735	2.922809	330.703227	279.478159	1.274611	0.169706	1.253636	439.413127
107.293589	68.333377	2.666552	2.720380	2.664877	170.525696	30.328408	2.937113	2.972491	2.349652	270.843986
145.865284	117.821037	2.178353	3.140641	2.357860	315.520526	79.752196	0.339937	1.784294	2.553860	239.666575
168.608541	58.729766	2.234571	2.835655	2.532172	181.307554	45.852292	1.488909	0.425726	0.832699	229.612167
927.844602	898.068164	2.407126	1.221695	2.329170	158.666089	95.871933	1.512075	1.206529	2.002400	265.970575
188.011784	67.078884	0.449079	2.579496	3.040542	142.929159	47.473797	2.394116	1.688440	1.315503	35.829414
261.390326	97.482606	1.239044	2.119582	2.410093	176.082211	96.234481	1.846152	1.003471	1.342645	189.764866
191.992844	64.856473	2.936256	1.877595	1.934004	155.246466	73.313614	0.835887	0.468089	0.157809	14.501885
265.503252	233.365322	2.215726	3.023234	3.001814	181.574240	47.459939	1.126290	0.257805	0.362352	44.041879
311.619675	167.421305	0.899710	1.420142	2.728589	168.065793	75.727376	2.243722	1.019542	2.084983	77.002509
303.141745	103.225910	1.669185	2.828183	2.071898	192.546750	45.007411	1.458000	1.045509	0.060048	280.257952
508.101703	101.666376	0.259011	3.075073	2.553098	208.662906	58.715416	0.453644	0.554079	1.161458	558.254307
322.720659	160.141301	2.825339	1.807865	0.739194	170.830042	48.043477	1.120388	0.765862	1.434798	327.133708
230.513560	126.423171	2.566256	2.950424	2.603252	289.278379	87.684152	0.109496	0.406107	0.791298	58.934142
439.862263	327.665145	0.485964	2.450038	2.848829	287.982058	119.838764	3.097350	1.615341	0.708616	174.654084
237.059733	110.098121	1.858976	3.097487	2.726782	176.369736	73.496456	2.113332	2.526486	2.031945	357.687839
263.024531	111.422072	1.113871	2.775573	3.131137	273.916135	165.905812	0.785653	0.296466	1.283467	228.810166
247.258828	74.096012	0.274169	2.682725	2.593565	367.055777	93.205684	0.121328	0.508831	0.650691	96.501534
255.246187	171.626197	0.391880	1.392218	1.778961	265.901508	230.034852	2.271940	0.888150	2.569708	237.574157
569.649656	293.080280	2.807007	0.657685	1.687176	688.539401	591.670732	0.114565	2.764395	3.126368	173.500610
196.536459	104.546905	2.217036	2.932321	1.940336	112.954568	53.135751	0.957622	0.425602	0.656044	335.632202
183.980690	93.089685	0.870457	1.110567	1.840081	130.478182	40.369523	2.351612	2.002489	3.058353	89.612332
495.901217	454.130634	1.531200	0.498310	1.803873	269.558632	150.216951	1.081783	2.736499	3.009675	486.488374
289.138049	99.722534	0.282657	1.643118	2.704433	312.968580	102.261413	0.051661	1.994934	2.493888	95.647914
843.202754	579.481539	0.280742	3.063116	2.355909	311.288920	93.748315	1.203334	1.030583	2.315775	434.494968
335.475623	195.994285	0.694112	2.644632	2.780661	397.440741	160.019431	1.141017	0.146509	0.769893	182.561244
440.988588	199.746876	0.992499	3.113017	2.304964	626.467132	118.013214	0.630000	1.116233	1.148413	236.042352
258.935116	100.329514	2.469375	2.651775	2.629211	240.498563	168.918659	0.156240	0.295029	0.192773	209.068805
225.452591	190.936164	2.015991	2.244987	2.699227	319.450655	49.159006	1.099876	0.755329	1.796171	225.166579
510.795188	435.768015	2.925302	1.138441	2.042269	147.478445	47.186939	2.023257	0.300379	0.173054	29.152939
173.345617	85.364504	1.941821	2.575237	3.140065	137.266557	72.917392	0.437449	0.934085	0.088090	112.433834
319.103311	98.213156	1.968113	2.660393	1.666839	291.497663	98.987948	1.185462	1.084965	2.236162	210.620889
470.058364	225.721297	0.011061	2.447200	2.919832	177.518413	112.460083	0.183624	2.210072	2.187522	211.098044
479.129454	284.500779	2.477912	1.616955	2.195446	306.839908	225.708450	1.259267	2.444733	1.615339	196.388237
612.817448	203.456060	1.103595	0.323603	0.357179	195.437017	76.516169	2.270652	2.862579	2.769233	37.832807
394.119045	260.964736	2.319117	0.209061	0.729694	168.265886	52.794539	2.863350	2.498089	2.731038	192.980436
817.503703	598.511838	0.427290	2.907998	2.446314	248.203579	93.425655	0.611546	0.992442	0.045360	160.582912
248.213368	220.959755	2.353391	1.586169	0.874581	148.630919	130.339779	1.824327	1.982603	2.544858	75.581462
158.357250	88.732113	0.262927	2.292304	3.125442	100.222578	61.106027	0.276829	0.070717	0.507547	139.228946
160.530739	78.981558	2.417574	1.403243	1.097856	211.679876	109.331178	2.215244	2.652751	1.197948	75.619858
220.066406	173.086734	2.496716	1.823426	2.986281	140.975621	80.620690	1.284246	0.848896	0.792546	155.817292
513.530715	264.948710	1.456515	2.903819	3.123356	488.066192	298.461374	0.353585	0.891954	0.932109	196.236812
202.425866	173.565484	1.611058	1.639278	2.998680	169.065380	121.226707	2.819628	0.959044	2.206214	105.005388
403.723660	392.474109	2.255855	2.821136	2.471770	173.494464	103.617994	0.297949	0.105560	0.049867	269.532079
584.575882	439.187682	2.421755	1.114299	1.578804	156.605641	134.261053	2.096650	2.675363	1.351388	143.681410
122.608247	87.246327	2.665622	1.895546	2.447195	285.028089	63.264284	0.994980	2.222176	2.846464	153.221116
249.904533	122.659725	1.055991	0.594169	0.918495	403.517636	95.518310	2.848932	2.575615	1.153197	177.135750
152.601447	91.762327	0.841998	2.651639	2.575016	236.798079	111.889538	1.110809	0.383193	0.919798	25.898006
142.607665	92.601385	2.075232	2.788515	2.867637	493.864629	74.384342	0.075227	2.973406	2.228316	426.011787
922.412835	848.260760	1.393458	1.798734	2.292115	134.641344	50.786094	0.812396	0.546677	0.101548	250.345205
556.904118	447.911586	2.194642	2.228635	3.037806	183.084434	81.188750	0.043269	0.449229	1.005248	159.280812
156.580925	82.455658	1.018522	2.944086	2.275161	361.574600	110.072309	0.211788	1.672179	1.575390	82.615084
404.967909	378.101289	2.295349	2.796295	2.042031	164.269585	87.771140	0.076296	1.417346	1.363062	301.942032
485.386776	155.096808	2.735664	0.471530	1.051810	187.714389	9.407014	2.092876	1.957510	1.589095	116.426454
291.908447	115.269784	0.753967	2.964651	2.084915	432.865391	77.050002	2.480180	2.730176	1.278586	393.811616
336.152596	272.634382	1.021046	2.523751	2.135441	396.832353	327.940539	0.903487	1.281920	0.124129	330.662685
515.063474	154.618241	2.439413	0.447571	1.158064	227.039679	87.545420	1.603650	2.832919	2.989303	263.966089
185.478871	75.271643	2.670608	0.402165	0.365426	142.434527	48.985356	0.895877	1.540313	2.934394	137.151566
217.049632	137.494591	1.429786	2.825544	2.894736	408.880101	65.754230	0.331610	1.384132	2.102123	291.463011
504.874406	369.149827	1.565783	1.819225	2.367847	432.954792	106.040958	0.130657	2.239083	3.034472	180.920128
245.458922	97.291498	2.932949	0.994302	1.587045	330.254587	82.195445	0.994196	3.131227	2.546477	108.281120
474.340273	440.318660	2.514513	2.727282	1.827116	839.479070	87.470295	0.736541	2.780814	3.126984	240.827291
480.862504	287.155659	0.735447	1.264920	2.199909	540.076973	94.161563	1.361389	0.451295	0.126257	97.856510
544.643272	328.784365	0.192301	2.804655	1.792670	217.727798	59.957117	0.880143	1.603873	1.589139	53.159154
198.215404	74.453475	1.595813	2.715129	2.209814	151.725800	117.442968	1.331539	2.516458	0.021183	179.042134
600.739484	400.025978	1.464321	3.029530	1.593065	163.526597	135.610710	0.540676	0.732629	1.832868	215.739693
300.328031	191.548213	2.390032	2.926347	1.848612	365.334069	53.022517	0.063953	1.610153	0.117730	150.241822
532.181411	411.820943	1.512008	2.095335	2.024483	1560.192972	187.229530	1.460138	1.891070	1.696725	432.774859
220.656005	135.589936	2.500520	2.597609	2.973318	117.193930	45.996256	0.611056	1.914103	0.959555	614.611951
324.680778	58.954655	0.541263	0.528532	1.183631	218.489131	100.754628	1.466246	1.660792	1.241548	59.761232
372.427942	86.516752	1.936576	3.075650	3.002802	604.514413	248.491773	0.623845	2.179036	1.491438	145.194925
209.755001	103.474986	2.409811	2.024342	2.430619	153.092810	89.157613	1.874580	0.911419	0.598191	123.755279
196.973344	118.741528	2.769621	3.115473	1.921709	209.465496	83.957263	0.234701	1.207538	1.208066	146.321471
273.841877	126.426399	0.384406	2.871365	1.817213	333.259237	122.724196	3.045890	1.208661	0.436219	215.653289
236.965525	159.531839	2.413125	0.259326	0.246426	119.025349	80.890872	2.187627	1.567124	0.654740	336.694446
562.552368	276.456168	0.024805	3.019951	2.862269	262.706128	115.751766	0.025128	2.658449	2.098348	200.296006
270.697865	202.073994	3.077825	2.526206	2.645698	174.429888	97.546163	0.432087	1.261505	0.897034	293.032654
280.735516	211.250578	1.523883	2.942060	2.601520	176.600203	109.083326	1.675280	2.398272	1.835106	336.714585
461.700029	402.281170	2.199357	1.672293	1.460612	220.179042	57.806317	1.644648	0.016565	0.606643	111.245062
485.140933	398.593672	3.118696	2.744899	1.602961	536.811475	156.282975	1.696687	0.232002	0.598752	236.362190
430.578036	127.164967	2.304114	3.079883	2.641230	235.283676	68.910228	0.481594	0.669098	0.521087	188.260374
149.844131	105.553432	2.119090	3.075842	2.595646	80.136489	61.580048	1.316295	0.463835	0.661914	203.576789
1163.387581	1016.194014	1.251983	3.121797	2.252126	615.214882	258.973978	1.375825	0.936296	0.454001	128.590931
195.580177	105.987545	0.391821	0.005319	0.938867	168.342138	127.293579	2.729788	3.112654	2.786378	138.716286
130.017474	83.548468	2.415692	1.725329	0.838892	208.461514	80.100782	2.262991	1.800617	2.425835	147.693473
272.471563	213.860603	1.881800	0.079974	1.045030	387.268998	88.530934	3.129981	1.420439	0.245615	22.206776
410.609586	127.892550	0.507745	3.089221	3.052428	245.636298	152.117325	0.136549	0.179804	1.009094	120.142236
318.159143	110.908794	1.591895	2.224615	1.721404	280.143948	97.633967	1.064859	0.775228	2.069410	232.345610
334.319212	138.596203	2.352473	2.740853	2.835109	175.145489	122.917872	0.217973	0.164513	1.073627	186.293766
448.263763	297.970403	1.927136	0.860374	1.742336	154.376298	74.419719	2.535942	1.298771	2.752335	204.350640
169.359410	157.142807	2.649389	2.896785	2.299751	305.437846	170.705187	1.425481	0.300011	0.763963	96.551705
120.442947	48.715764	1.170053	1.934581	1.349835	172.204092	95.199007	2.034005	1.072588	2.339060	112.764130
217.942682	150.012394	1.719732	2.753763	1.160177	273.309373	123.355551	2.762499	0.770657	0.606412	408.711929
245.279662	157.475071	1.411101	1.786080	2.515691	213.003760	89.625262	1.688106	0.218621	0.706216	135.489850
159.021627	122.039684	1.648394	2.646024	2.461436	211.256209	58.064167	2.166794	0.329129	1.193583	169.944570
132.673534	73.664811	1.060657	0.323805	0.871334	171.143917	71.404993	2.823100	2.539135	3.126078	78.557707
270.723071	182.104874	0.091908	1.554020	2.224804	165.998097	55.919944	0.732317	2.381964	2.982890	137.553705
211.231267	70.202957	2.516694	0.198419	1.285603	192.398657	84.434243	0.172639	2.383430	2.765957	51.440625
108.932426	55.058516	0.542621	0.838392	0.189844	68.759651	28.214802	2.628236	2.054953	2.329646	148.496807
471.650799	432.554796	1.398764	1.719093	2.596511	153.255767	40.388746	3.137162	2.342401	0.795176	320.385949
767.546891	507.675702	0.730547	2.729605	2.655145	825.499725	185.940582	0.512446	1.845867	2.882888	517.369366
367.303644	332.800340	2.051187	0.909702	2.269075	235.837007	116.404197	2.645337	1.760152	2.604167	219.159943
396.484349	383.929899	2.735707	2.701263	2.551216	181.698678	111.985886	0.532245	1.384800	0.685917	211.893671
381.478441	95.197605	0.585823	2.682448	2.985864	131.887507	61.114008	3.061567	1.764166	1.844946	402.926815
334.690687	222.429020	0.247503	2.445491	2.915888	207.046624	92.928950	0.694733	1.501421	1.170362	468.623796
167.595753	85.784914	0.445522	2.251614	2.629924	166.156020	86.288813	1.962118	0.935041	1.058141	119.922973
208.918330	170.095326	2.827226	3.067029	2.751262	185.834524	63.132699	0.482578	1.181497	0.087985	376.840394
257.159928	138.262082	0.368853	2.806738	2.615668	595.000379	153.031639	0.261800	0.960760	2.045669	175.685728
174.153809	76.728337	0.854609	2.813899	2.666742	129.531479	114.319801	0.241525	0.368394	1.266180	119.993590
233.287667	79.235965	1.364520	2.825594	2.708998	302.122867	40.188821	1.591521	0.284716	0.026818	157.080913
991.429749	340.281082	0.471288	2.324656	0.185464	119.541156	85.950142	0.821588	0.506548	1.751475	338.950666
335.640580	280.092912	2.890387	2.789643	2.981534	264.264430	230.184763	1.069090	0.233749	1.128732	473.350736
205.597955	99.844946	2.928742	2.650026	2.939527	462.572782	175.807206	0.208965	1.776691	1.432024	353.376671
230.905376	85.701496	2.787845	2.510942	2.969761	388.109601	146.918585	0.168137	1.418208	0.639652	296.327019
310.670779	268.141901	1.800842	2.804905	2.449508	262.931905	95.964451	0.658399	0.495346	0.550849	33.416743
339.654682	280.875056	2.134371	0.101876	1.524779	135.818584	70.150377	1.856886	2.928649	2.334187	156.652557
97.242282	76.051297	2.160942	2.534428	2.766879	175.840277	42.376618	0.831762	1.703924	0.752148	130.483324
1016.662920	688.752463	2.560460	0.401590	0.094368	391.680274	177.364655	2.901594	2.980999	1.998701	434.899709
166.220338	37.178256	0.136138	2.868287	2.915670	181.890500	144.869607	3.090260	1.193018	0.504446	53.050408
537.681538	440.371172	1.627576	0.945042	1.121399	224.754530	86.669798	1.453140	2.391621	2.997398	139.286955
224.258196	160.925385	2.886420	2.714859	2.385732	283.125639	90.920558	0.151113	1.752483	3.138554	203.065320
461.203447	387.030678	2.199000	1.915380	1.247162	425.374250	144.649314	0.889062	2.554292	3.107772	234.163540
255.892951	136.466174	1.307234	3.141262	2.671322	131.622983	86.350641	1.308660	0.565416	0.222714	223.343101
433.919759	386.409334	0.629724	2.523691	2.115683	275.989444	152.237041	0.516077	2.232889	0.989237	232.659783
540.713655	492.757131	1.110689	0.889834	1.853711	127.000244	81.488992	3.103836	2.485299	2.936054	559.812015
193.756182	79.711293	1.823796	2.920358	2.429450	151.246712	103.195843	1.422998	0.235613	0.881653	65.015313
768.081172	504.503310	0.707915	3.093440	2.911007	227.699578	20.706667	0.447619	1.887131	1.346605	512.407663
343.251183	112.624625	0.317475	2.104972	1.795977	558.166182	282.718416	0.513642	1.616634	0.339505	280.822410
512.579898	372.222382	2.075156	2.880250	2.824971	296.638327	64.236314	0.815571	1.373770	1.600385	363.036494
257.189054	61.983661	0.857687	3.068867	2.840507	377.120968	215.098342	1.102156	1.247549	1.079246	193.864553
425.797347	331.042310	0.311729	2.796966	3.018783	176.920089	61.188667	0.191860	1.386243	2.389085	299.047317
505.957198	411.449440	1.910491	2.426122	2.237596	192.643442	83.596649	0.977181	0.475713	1.746372	170.432868
303.267097	209.381189	0.728974	2.539746	2.647971	191.909499	119.003840	0.080226	0.668268	2.275272	58.900206
404.749810	144.772563	0.721203	0.226476	0.957111	228.923632	33.306792	2.853410	1.407108	2.317258	261.488443
342.481270	157.127833	1.118615	1.094120	0.946871	225.991007	102.001687	2.125449	2.203932	0.919151	190.637279
228.850232	69.137122	2.922952	1.526580	2.178078	185.927169	74.492056	2.409082	0.414467	1.040059	90.565513
337.502151	219.379505	1.404707	2.069551	2.730449	520.459694	62.104109	1.416083	1.390150	2.674693	179.332140
191.596177	78.800920	3.057457	0.330965	0.170840	396.766133	340.155524	1.942147	2.171191	2.997211	310.413239
273.705507	154.856721	0.961230	0.213695	0.781541	164.489578	129.993627	2.603448	2.893694	2.856419	48.298904
257.907861	100.774627	1.526440	2.726980	2.523066	53.879599	49.351721	1.280468	0.725567	0.708602	248.432808
253.027508	132.593946	0.230822	1.496715	2.429265	244.499201	222.904863	1.593493	1.720533	0.483019	215.687508
326.289696	277.656555	0.288866	1.751932	2.743118	117.662847	44.027792	1.305860	2.879323	2.317636	241.368586
226.642361	104.623557	2.952180	0.710914	0.436206	117.040305	75.942131	2.553723	2.542099	2.329672	194.788835
526.512473	146.162406	0.023886	2.772612	2.547616	204.946477	67.309299	0.203027	0.493736	1.752419	111.407530
617.824225	367.305853	1.795353	2.988318	2.172871	252.790516	119.035073	0.170184	0.758516	0.453954	478.663013
535.366580	409.099661	1.448774	3.110668	2.186968	235.509175	128.655518	0.294248	0.555337	0.676290	157.186874
447.118419	257.544804	0.575717	2.588375	2.202394	378.866698	77.365474	0.341034	1.042186	0.962271	47.908243
472.086899	293.307635	0.882085	2.677034	2.939359	387.728328	98.710418	1.446596	1.589520	1.960980	719.801888
468.876825	106.018493	1.841441	2.704014	2.932815	397.760912	269.299161	1.422324	0.135505	0.151625	17.056566
270.330742	204.013492	0.372831	3.116155	2.504736	263.725846	153.831877	0.939260	1.888173	1.354129	98.311098
351.050953	220.554246	2.665320	0.754070	0.361572	468.611355	71.847666	2.404217	0.712746	1.154964	56.669228
466.540098	347.135773	3.123565	0.955636	0.026383	387.623453	95.163937	1.704383	1.523465	2.308034	9.879591
626.370456	587.214666	1.869246	2.447925	1.480374	175.746255	87.104706	1.892984	0.997234	1.547891	557.612173
165.024463	67.204877	0.281032	2.718287	2.949529	144.674052	31.985988	1.794044	0.135147	1.212820	50.030356
807.689917	682.999922	1.162970	0.158911	0.395090	312.981278	67.316518	0.647676	3.121180	2.815202	168.860887
342.993953	191.534777	1.551191	1.266950	1.457694	327.117111	230.165107	0.997497	2.793704	2.827934	83.824771
676.852096	468.734532	2.906229	0.228326	0.248237	228.571060	126.026796	2.804948	2.444545	2.894873	274.762351
1042.502798	348.632443	2.723746	0.417832	1.487782	198.899484	113.695754	2.087903	1.549469	2.602010	227.880125
214.689521	199.073932	2.261522	2.905283	2.448633	304.380691	71.321583	1.672673	0.318336	0.009707	321.784226
339.758619	271.631895	2.546200	2.380955	2.700876	263.900745	80.678726	0.149915	1.545873	1.405329	289.154019
387.893461	189.339454	1.450905	3.124316	2.542417	190.129010	54.912892	0.844832	0.675689	1.025425	130.781766
144.262202	53.351722	1.715860	2.580193	2.179457	127.832450	37.423458	1.126562	2.259205	2.425600	167.432110
198.129254	125.905453	0.798181	0.086540	0.083700	102.361985	78.091473	0.890959	1.609531	2.508697	234.713146
428.084182	211.126560	1.181219	3.088169	2.784529	483.336337	247.633125	0.453061	0.230493	0.087958	401.144801
163.300562	50.346298	0.815895	2.928700	2.847326	169.959290	67.380835	1.574075	0.676809	0.496342	111.221441
306.241867	164.313547	0.439150	2.673175	2.726709	310.393952	128.353395	0.728538	0.338643	0.575309	79.815251
153.465004	81.177150	1.930273	3.108387	2.733763	310.483749	91.798157	1.395140	1.335435	2.316542	150.200784
463.672108	206.864420	0.111520	2.598542	1.906366	302.479661	96.576348	1.136014	1.847617	1.168402	154.944240
433.260761	247.228849	0.933114	3.123079	1.733837	740.405252	298.740881	1.303523	1.105780	1.861373	307.671022
450.470565	343.991520	2.434065	1.666822	2.963081	202.832131	109.623473	3.087356	0.997878	1.320363	403.180468
183.142806	78.480170	1.958998	2.588197	2.576855	174.458623	81.878373	0.035826	1.100340	1.313664	189.109270
214.146854	78.782477	0.106263	0.563322	0.739135	327.533714	44.133436	2.744524	2.617049	2.917099	169.613526
273.964024	113.623226	2.264044	1.651512	0.688926	372.313876	34.166723	0.289773	0.713287	1.048017	460.358170
160.617224	77.279024	2.082703	2.447658	2.770492	172.479657	51.083623	0.070432	2.702663	2.247157	274.731566
289.470201	264.777351	0.940279	3.035279	2.295223	540.989342	191.666459	1.765614	1.135865	1.625394	180.687604
483.349875	237.920083	1.539020	2.688766	2.876107	282.407921	83.209079	0.914993	1.021525	0.375632	152.633855
727.583064	683.592163	1.289370	2.270982	2.799368	140.213091	75.046546	1.533207	1.538201	0.877205	253.494406
448.204449	376.659001	2.234691	2.665060	2.065906	256.355700	141.978321	0.111654	1.314637	1.790245	260.340178
475.477246	300.161044	2.804392	0.969528	1.572286	164.842508	46.825255	1.607040	2.230842	2.537229	97.613566
448.361678	267.045919	2.781891	1.532350	1.548847	270.048576	133.284334	2.285762	1.359175	0.592684	105.657380
151.757303	97.774852	0.994819	1.230476	1.537279	157.008048	58.367892	1.947661	0.520791	0.573992	21.961854
143.716106	60.318889	1.436470	2.711294	2.900674	142.466234	29.867394	1.038517	0.769303	1.208308	73.224947
855.383476	398.837914	0.395283	1.849187	1.912229	187.474306	143.647714	2.514643	3.036223	3.089185	200.664321
156.593257	71.617380	1.579514	0.841930	0.180533	186.943605	101.187602	2.149005	2.940929	1.866564	213.206997
213.994899	190.464565	2.367677	2.071784	2.222293	114.822278	57.748060	2.076719	1.092811	0.089471	221.440945
427.406019	295.439275	2.108871	1.060074	2.071675	256.722815	62.555704	2.640863	0.427163	0.230089	276.371695
179.345672	94.698066	1.584300	2.995422	3.062521	323.919818	49.973736	0.024233	0.255726	0.760726	189.872394
157.080635	48.124330	1.650773	3.085743	2.524742	194.434575	71.391189	2.182964	0.007380	0.531010	149.484228
240.566988	136.299771	1.905831	1.264611	1.836987	126.495846	25.897108	1.468339	3.140042	2.862872	148.412738
599.632912	465.362898	1.148544	2.796167	1.543701	221.900245	117.445483	1.175342	1.678516	0.897489	103.159081
271.930203	194.513908	1.198261	1.854561	1.388573	356.157452	107.747878	1.659448	2.927016	2.548658	124.486810
228.161713	100.056533	1.124592	2.822707	3.033199	173.417932	106.417311	0.732872	0.975191	0.109383	110.777410
284.648774	165.824610	1.846306	2.576445	2.886719	190.447043	42.276905	2.267809	2.994669	2.395547	269.214285
235.398954	200.258530	1.618192	2.860037	2.350041	159.251294	108.093157	0.390945	1.278103	0.774360	380.428609
247.663466	140.876596	3.024492	0.227249	0.016006	153.934779	63.653086	2.206403	1.664843	2.377779	233.294369
300.931608	175.918840	2.522094	2.469339	1.676809	857.489104	98.771155	0.894785	1.850942	1.439114	283.811046
433.444494	397.543240	1.686387	2.857906	2.804549	302.201208	125.026587	1.651494	0.247854	0.608083	401.731629
167.844907	76.677139	3.062104	1.964680	2.239960	153.742592	93.203324	1.143389	1.014951	0.024608	138.192614
450.235392	198.610136	2.603179	2.006521	0.714628	426.474133	87.758560	0.158373	2.082362	2.024816	364.369603
153.782334	105.407009	0.621749	3.042673	2.674257	140.172156	73.237164	0.922158	2.690139	2.121871	483.793812
325.953236	177.857114	1.991828	1.980593	2.464229	433.618378	143.509177	1.031775	2.764301	2.004135	301.251862
