m3a	m2a	angles_b_a	angles_j1_a	angles_j2_a	m3b	m2b	angles_b_b	angles_j1_b	angles_j2_b	missing_pT
889.687537	574.692393	0.545945	1.589933	2.951088	153.651802	39.022719	1.653769	2.361086	2.504977	75.388641
443.595344	261.486425	2.479346	2.584410	3.109548	244.495702	162.305564	0.008351	0.154499	0.312526	413.033965
481.477012	375.289643	1.513433	2.912856	2.791992	167.873786	76.509610	0.854069	0.250942	1.340283	59.342606
183.927583	75.704993	2.717740	0.569633	0.365177	156.641818	81.233968	2.636655	2.066183	2.860019	52.926187
218.715804	71.643484	2.779631	1.825268	2.535030	150.435305	123.256066	2.615012	1.711577	1.245531	210.148462
267.342114	145.225136	2.571497	2.234208	2.932334	495.189357	40.274564	0.757406	1.308647	0.933821	251.072601
288.319329	266.665572	2.952911	2.690899	2.921908	250.594126	65.806695	0.197735	1.422127	0.620188	570.843255
128.967697	84.472436	0.890801	0.076951	0.751698	189.504309	63.297767	2.917575	2.672294	1.081877	31.626917
313.362041	218.281549	2.994699	2.982691	2.888656	181.068751	79.359645	0.297488	0.685039	1.999318	204.869521
337.857612	230.230899	2.463723	2.704187	2.747876	203.267228	108.898045	1.158813	0.258165	0.623615	171.238159
373.388679	100.756655	1.431550	3.012494	2.630603	134.908871	45.616225	0.505734	0.316825	0.881247	170.283057
161.606792	70.936113	1.914209	2.647932	2.293907	117.090215	74.697335	0.135675	0.249190	1.231891	112.430894
323.389818	242.222749	1.307746	3.135608	2.805158	143.594407	29.496526	1.086998	0.902166	1.803837	258.377807
530.047437	156.203522	1.682941	2.671373	2.218819	610.747599	272.513398	0.037229	1.792357	0.329194	190.575847
184.025698	95.543118	1.962739	0.205364	0.535224	306.366201	74.894186	2.561555	2.962017	1.502280	13.417799
698.516554	565.890221	1.979191	0.120397	0.370356	211.110629	66.037126	2.430510	2.296111	3.118874	184.825867
393.755353	310.926609	0.605381	1.899812	0.452383	706.575618	354.009463	0.279489	1.629877	2.180204	189.404629
168.158708	66.977422	1.342749	0.318266	0.591260	105.800175	72.690082	2.800090	3.080131	2.448102	55.929724
213.496380	45.885871	2.773726	1.534312	1.311484	218.003218	78.199053	2.197724	1.884383	2.022668	204.509449
151.263184	75.961184	1.435320	1.318936	1.703164	304.111446	128.728742	0.890882	2.038117	1.987789	95.625486
313.289438	146.506075	1.726379	2.881675	2.745079	179.959038	96.998190	0.032899	0.261257	1.071140	411.393814
462.552195	302.675043	2.728774	2.271644	3.033954	348.094054	44.886438	0.051209	2.853193	0.887627	270.363734
397.359716	197.053876	0.048648	2.983044	2.355556	275.437216	81.809029	0.404833	1.366264	1.584874	75.526556
247.535247	152.793705	0.022239	2.114751	3.086369	245.191392	119.356731	0.801178	2.715035	2.254761	624.287739
184.887459	66.088446	0.647837	2.923778	3.038075	178.738998	87.198116	2.443633	0.310428	0.290184	172.634749
274.757933	93.038509	1.149314	2.395085	2.916745	224.716234	61.559070	2.228660	0.150988	0.846939	274.504408
319.498463	189.858369	2.642544	3.120855	2.478270	215.466288	27.040084	0.674610	1.136310	1.302672	331.517715
185.356341	108.344955	2.876694	1.356890	2.181264	156.010589	91.701830	0.819738	2.471293	1.090002	100.195933
340.922305	299.275517	3.066080	2.411097	1.179104	226.784686	43.980561	2.078698	0.015234	0.009236	117.917435
375.481488	369.116949	2.541256	2.149564	2.780922	338.614698	73.953960	2.083500	1.199177	2.253331	615.592778
200.072538	146.654186	1.180304	3.056879	2.865129	403.696033	176.125860	1.593804	0.669570	1.666710	112.807238
414.427035	174.438226	2.542404	0.191884	1.090213	201.385656	85.025272	2.795155	2.942599	2.472630	150.695713
948.348925	692.902433	2.853988	2.714457	1.757000	602.303731	119.330843	1.646437	0.052678	0.068086	240.192014
222.752007	86.672235	1.582103	0.941752	1.974935	222.588520	44.594833	2.195402	0.796774	1.050110	201.443846
567.803197	343.102323	0.460138	2.519899	2.941188	295.111757	193.151413	0.704698	0.179677	1.338295	294.063399
194.825392	112.081914	1.237294	2.821952	1.959508	354.776483	116.151475	0.976261	0.873676	0.976363	180.487766
463.915625	106.970488	1.296897	2.990382	3.080164	278.826210	136.347681	1.883274	0.118410	0.351857	270.710753
367.875113	112.055883	1.919715	1.599917	2.004081	208.438556	124.093931	0.805703	1.555380	2.137617	410.972476
383.457710	245.163946	1.761849	0.111996	0.758924	225.727532	121.193425	1.873228	2.876329	2.738730	158.881683
939.750724	429.682076	2.016042	3.110453	2.435199	475.763141	103.278767	0.473110	0.685994	0.077414	439.242258
238.731729	172.377416	3.132081	2.834011	1.975863	162.300946	22.864881	1.353239	1.424676	1.202462	295.873591
171.155308	87.347026	0.082238	2.510598	2.887938	125.652896	59.458843	0.183594	2.589795	1.539486	125.576651
221.371857	68.505497	1.802182	2.732699	2.821004	274.007964	224.271179	1.121720	0.332680	1.530038	96.122940
745.273435	681.392711	1.536970	2.380401	2.816176	244.396716	136.951212	1.050261	0.983952	0.732627	288.637535
257.105405	141.609569	2.341716	1.551022	1.936377	170.529646	103.179572	1.772623	1.853657	2.284082	125.307874
165.407726	154.584895	3.042043	3.102567	2.561532	202.452398	78.389696	0.468408	1.246641	2.594868	188.191221
307.986871	174.886349	2.275158	2.713909	2.754409	151.146120	68.231048	0.035505	0.611930	2.212488	211.113360
194.796561	158.311730	1.338770	2.494482	2.632256	209.390501	45.018226	0.685789	0.950269	0.709551	171.281511
248.631106	157.944373	1.650149	2.068558	3.121534	117.533231	61.004370	0.463619	1.781471	2.234888	190.182712
239.062998	177.010315	1.762715	2.558196	1.980230	80.074651	40.118199	0.956952	0.355542	0.482013	49.336616
213.702928	113.405078	2.467254	0.649538	0.912106	224.650815	106.578101	1.931981	2.763521	1.360995	144.043645
515.152767	412.854719	2.763565	2.674761	2.770068	424.745471	38.883214	0.473184	3.038764	2.013238	281.804939
183.308375	99.910505	0.492122	2.815093	2.996952	520.374577	335.566032	0.835549	0.680542	0.944691	98.601812
194.415470	123.216197	2.162557	1.910013	3.072445	207.641889	111.211449	0.144451	0.816949	1.139601	249.351897
297.876610	71.265696	0.925156	0.906860	0.758159	224.023675	86.764232	3.068724	2.181292	2.594333	137.172932
255.092509	248.144000	2.912226	2.487372	2.702415	228.741254	68.391121	1.044484	0.025583	0.621787	272.594405
135.420517	46.046631	2.237815	1.492163	2.298305	140.811948	41.442982	1.942208	0.818976	0.143619	74.777496
213.783746	49.255108	1.832717	0.644211	0.270452	205.100238	65.514066	2.739868	0.821356	1.645948	116.069450
181.111081	72.839627	0.013591	2.868778	2.622468	185.724446	75.146681	0.306300	0.902163	1.801457	35.423249
278.405672	123.876532	0.424089	0.690511	0.346991	191.431020	80.889756	0.187684	2.652418	3.095012	112.593290
270.851467	125.809704	0.904129	2.774768	3.073672	353.767650	100.463722	0.296159	1.866060	1.105416	210.634289
946.041438	227.175483	0.867915	2.471941	2.932992	440.592061	278.530254	0.799901	0.220223	0.054708	232.120528
462.334935	392.969677	2.318849	2.778002	3.086328	193.647194	91.128313	0.084433	1.569417	0.573229	222.918582
237.324807	70.262923	2.657577	1.844735	1.042794	255.866207	107.317439	0.785365	3.130276	2.201841	143.652267
168.743960	96.608768	1.305905	2.648768	1.623315	155.148868	79.947675	1.928150	0.879326	2.675668	128.536949
145.032777	86.787875	2.273414	2.723047	2.883321	459.044483	72.339019	1.952664	0.596444	0.101349	389.600128
391.626128	331.548254	2.211568	1.710364	1.227424	137.852743	69.369300	1.620822	1.046552	1.824754	112.330675
166.054331	78.607764	1.530589	2.846084	2.530222	145.100215	119.098128	2.969590	2.141280	1.934153	279.952834
442.643322	420.793615	3.069385	3.001697	3.021533	588.580414	517.537344	0.602538	0.838874	0.384804	469.367774
379.055754	282.934056	1.180273	2.895412	1.883626	201.129652	41.623600	2.345706	0.995029	0.441106	365.599244
263.387072	217.677593	2.751245	2.005788	1.195059	463.785492	94.686028	0.399097	2.467148	3.005489	333.179933
217.689108	125.498288	1.830018	3.102990	2.690228	178.071677	104.851658	0.837683	0.183847	0.765008	249.382922
235.958941	105.598473	1.094428	2.275756	2.563630	356.566548	272.801823	1.345048	0.367717	1.559246	103.441638
216.695272	139.326729	2.948865	2.657972	1.401780	164.635478	46.252210	1.569216	0.026256	0.432813	269.740770
226.297309	128.036455	2.323333	3.096498	3.052696	228.644881	125.256651	0.618409	0.088809	0.185305	153.681727
206.376315	111.252598	1.036405	1.977877	2.197037	167.248678	70.304558	0.486864	1.741395	1.698270	527.035987
188.182510	96.940960	1.604440	2.707310	2.409565	175.104809	77.759451	1.214236	0.620496	0.342424	207.783875
122.128932	107.836727	2.960350	2.613355	2.542843	207.008637	64.320680	0.296165	0.617753	1.089363	158.693523
242.364734	194.873095	0.179573	2.622563	2.952227	223.603944	58.205488	0.600547	2.059432	2.955705	221.605657
361.221737	83.461104	1.030198	0.855972	1.344445	469.252082	100.963982	2.756516	2.784232	2.329986	133.662523
367.447664	216.286643	0.924689	1.471571	0.862772	322.417351	153.043477	2.900716	1.543201	1.668658	160.535195
230.919147	113.214022	2.907760	1.644742	0.892720	486.934583	116.677520	0.322630	2.628670	2.766531	208.920943
143.804282	64.912084	0.465452	1.769019	1.307247	306.271225	51.840961	1.907934	2.556231	2.728580	136.767873
262.029535	135.553012	0.323157	1.611356	2.245170	103.820762	82.138630	0.290779	0.558642	1.680590	154.255527
898.428044	716.132972	2.357951	2.719912	1.482065	259.976477	241.763141	1.821320	1.641681	1.383373	471.508375
169.412793	84.921183	1.228724	2.840422	2.683849	184.407651	90.551398	0.672331	1.155121	0.578979	500.982273
170.524667	135.877033	3.027216	2.327111	3.112817	198.780869	71.512148	1.518878	2.674009	2.428078	226.192929
161.054702	78.698750	3.074846	1.862997	2.240461	731.676162	90.954643	0.277621	2.084717	1.153055	204.776503
234.319916	155.798117	0.446276	1.853391	1.965918	971.533153	831.037918	1.504834	0.467503	1.488528	166.100727
410.815108	221.741591	0.165996	3.072077	2.815329	216.781476	46.934495	0.799660	2.868267	2.843643	126.116571
337.444822	71.087721	1.381927	2.478199	1.869754	254.221714	69.412240	0.815316	2.956614	3.031162	139.779551
405.092100	196.369533	1.088498	3.087286	2.589027	463.364337	239.275400	1.434098	0.682064	1.205814	427.744660
393.048210	128.067426	1.027053	2.652809	2.419614	166.163510	41.461601	2.123515	0.842347	0.728424	58.643348
711.918887	209.246712	2.937781	1.809680	1.465590	295.007861	81.070576	0.870417	1.670250	2.278098	183.898846
192.502458	171.814346	2.950366	2.776076	3.015736	160.382332	60.362923	0.176943	0.787431	0.185797	76.403341
347.584662	305.760193	2.353154	2.961300	2.485318	174.858890	57.282904	0.252148	1.749469	3.011052	213.686842
281.855213	68.050525	1.411496	2.532598	2.732614	271.956225	72.640226	2.918347	0.383347	1.376153	324.845207
354.101948	260.977472	0.465170	3.110514	2.414873	628.179909	204.641567	0.256700	2.690212	2.886075	266.239962
586.086405	425.864446	1.883398	2.792134	2.268341	336.322814	126.080736	0.336628	0.356557	0.398335	65.342682
302.638953	203.502847	2.579490	1.065350	0.231684	143.265145	40.695258	1.819243	2.960575	2.871150	71.595506
317.471337	172.671090	0.144011	2.768131	2.507563	118.995868	70.886517	0.607997	0.441530	0.316126	246.269211
190.789499	74.395123	0.068716	2.698999	2.972982	285.574655	59.705893	1.312428	2.206847	1.711226	146.807737
385.334796	136.696942	2.906675	1.217204	0.690977	307.223739	183.325493	2.550658	2.478286	2.840326	238.306590
646.587165	416.728966	0.047499	2.744799	2.238346	266.692823	93.551885	0.694234	0.539731	1.062303	247.748053
250.606624	72.199660	2.708099	2.220395	3.106679	182.631613	105.833629	0.934946	0.426820	1.205731	187.953499
166.541089	78.447405	1.973411	2.222060	2.065382	165.862766	92.026625	3.082319	2.702574	2.930794	254.662815
302.355847	280.132786	1.650366	3.036278	2.694764	315.557580	117.960958	1.134775	0.604590	0.289484	395.049521
687.409392	385.295936	0.032800	1.755474	2.525778	255.468735	90.954612	1.829378	0.766770	1.234679	219.312841
176.607371	121.944898	2.951391	1.576948	2.175133	595.075414	531.488742	2.037690	1.473288	1.767283	380.362353
592.301709	475.162743	1.067633	2.220185	1.482571	110.901950	24.937799	2.566885	2.435725	1.920936	327.416966
183.492256	61.806275	2.665615	2.211709	2.691869	227.084193	54.968737	0.092008	2.149465	2.442332	149.893081
235.291617	99.191829	2.223065	3.026881	2.099277	203.561343	69.447045	0.225249	0.238298	0.794750	18.783909
292.831362	112.847338	1.434453	1.549546	1.245395	181.257988	86.600875	2.951725	2.179922	2.288530	76.615986
1193.915993	658.078956	2.412967	2.398440	3.130294	1073.425009	65.908670	0.202843	0.047512	0.838763	531.742070
263.307286	214.206138	0.672579	0.213656	0.120275	590.384119	106.668624	2.794245	1.522952	2.234256	306.489619
217.661491	149.721211	2.042141	2.653525	2.619159	199.201480	130.879073	0.772001	0.660163	0.531151	44.478859
435.435622	376.097929	1.727299	2.303037	1.794133	151.184773	97.269591	1.221740	1.203090	0.157431	132.880577
299.144903	76.946429	2.866567	0.226230	0.693743	462.174025	364.286789	3.061937	2.465170	1.846153	78.162767
219.703749	158.055777	0.698922	1.776921	1.347213	301.845460	82.760793	1.937465	2.152798	1.763377	135.135308
185.427166	103.692843	1.022138	2.233745	0.960179	131.329452	65.827723	2.164036	2.168536	3.011803	267.066636
177.019905	79.262111	2.359644	2.482370	2.023994	258.848299	159.243331	1.735731	1.525857	0.271951	160.169968
473.787710	326.034363	1.033337	1.873008	2.996420	162.102145	65.981953	0.318446	0.990954	2.131126	133.558513
329.306782	142.613677	0.342954	0.833234	1.438278	217.273164	131.357473	2.574988	2.549530	2.904815	152.277056
270.927927	146.467472	0.000309	3.132674	2.299719	150.822498	69.423212	0.852146	1.354046	0.601410	258.784859
800.937212	706.056210	0.038074	2.673430	1.111026	372.575082	277.812886	1.809484	1.721427	2.686953	28.041644
772.348996	665.755163	3.135867	1.179646	0.505766	295.214534	144.579884	2.300303	0.921376	2.006638	71.651875
195.184721	41.740881	2.384526	1.332203	1.648628	180.896139	101.234323	0.376874	2.898433	2.969789	230.790446
154.950855	81.093016	2.882903	2.465678	1.916898	205.021322	41.173324	0.948571	0.972436	1.229156	115.531554
145.291392	57.134152	1.273407	1.998757	0.924665	97.211180	56.660269	2.276268	1.679159	3.007627	184.317719
610.247928	535.177355	0.008080	2.779297	2.165634	243.839165	188.902724	3.047017	2.561689	0.969412	540.094913
189.849842	73.844834	2.292831	1.786765	1.611347	190.188032	68.978994	2.961349	0.797019	0.372001	173.549310
297.794983	110.137475	2.086035	1.810192	1.692695	194.387021	68.064122	0.676536	1.322840	1.333079	196.789597
285.868344	217.628591	1.939333	1.900208	1.093433	356.011099	143.146340	0.723763	2.183513	2.980306	291.531455
158.413179	78.717114	2.105783	0.181902	1.098510	272.299674	71.563778	2.377321	2.133347	3.129892	277.271723
177.564288	80.914865	1.039939	1.762037	1.698146	416.613612	235.289898	2.037348	2.054321	1.409210	170.968209
135.129819	65.731920	1.768664	2.234784	1.799019	326.933358	82.007586	0.907977	2.751233	2.776759	172.978798
221.872554	78.879644	1.457640	1.998349	1.626235	183.670159	59.719320	2.642364	0.523506	0.654386	101.105279
204.609810	171.644314	2.930367	2.749426	3.114858	189.950573	104.036456	2.248267	0.805943	0.327521	191.980433
421.926899	313.947939	0.331694	2.704787	3.016026	431.367463	90.995015	1.031917	1.435179	0.413117	531.671793
338.091314	275.292374	1.190169	2.106488	2.520180	228.396714	65.293931	2.171747	1.472182	0.940915	333.815612
294.163424	225.990976	0.933852	2.941697	2.873171	188.884857	77.432822	1.196377	2.327082	1.435849	153.391960
258.004169	183.581680	1.659654	1.963068	1.137173	725.112384	117.580886	0.176447	1.630730	1.305671	226.973094
174.784357	76.422251	2.978549	0.457840	0.799304	209.888562	123.929527	1.035837	2.837305	1.634867	102.639991
297.107168	200.645375	2.542312	2.913403	2.258936	214.699011	104.321780	0.347693	1.165340	0.963602	168.357262
187.921235	77.487635	2.236149	3.047799	2.895605	161.566459	56.099163	0.315059	0.049027	0.842118	91.625113
684.579417	617.013736	1.229422	2.742033	2.975250	249.615101	226.915312	2.976310	2.350871	1.975070	161.553374
228.030960	101.901752	2.707695	2.134862	2.216508	277.446098	125.069393	0.087026	1.710972	2.119504	234.648928
314.163649	180.567149	1.838137	2.122160	2.794562	325.208544	129.071894	1.244211	1.221786	1.772668	160.403150
220.422623	199.623873	3.035834	1.828252	2.364204	224.317089	45.485563	2.310846	1.745557	0.648899	138.042230
397.009817	377.225265	2.829627	2.454577	2.422310	509.682822	78.942549	0.393639	2.472043	3.100100	519.224902
293.519766	229.200346	0.914656	0.995237	1.027924	328.992309	249.107157	1.832663	1.898229	2.384511	73.604210
234.272747	98.653315	2.682240	0.593218	1.516959	138.371085	78.333513	0.594826	1.988086	2.457294	233.982542
563.870292	394.111058	1.699751	1.134201	0.690303	255.142040	53.543048	0.777027	3.061452	3.130662	96.092118
212.261314	75.006391	0.264271	1.385344	1.671704	215.951485	78.631409	2.301663	2.858308	2.556797	38.715739
493.112274	402.034088	3.063889	2.833734	2.637554	417.361148	184.833427	0.216873	0.527368	1.422578	498.450713
355.375756	134.606071	2.464659	1.954378	2.261708	200.520886	156.555398	0.391272	1.328729	2.286714	164.743613
364.296135	266.162518	1.538228	0.605993	0.368206	205.562751	106.141760	0.275414	2.603067	1.585071	106.574468
463.460423	207.834094	0.162699	2.233949	2.925405	152.166579	89.882681	0.941578	1.661530	2.855652	126.830320
452.744353	326.691936	2.783871	2.708406	2.119412	150.487057	81.356015	0.322606	0.630797	0.392742	129.855512
211.256179	171.817346	0.659801	0.367460	0.483453	670.907261	170.036297	2.913447	1.868713	2.236344	94.031984
438.134373	280.397671	0.841449	2.555972	2.860167	356.174004	64.396248	0.631217	2.018065	2.917298	640.224992
169.995864	95.379325	0.779313	1.985052	2.078320	537.908677	41.577871	0.525589	2.301589	2.695852	23.541471
287.889789	135.399971	2.001455	2.374191	2.750272	172.069964	44.458435	0.707155	1.251968	0.818921	94.806286
195.422568	93.559855	2.904074	2.107865	2.649831	349.274140	112.124530	0.455694	2.209826	2.989191	76.299896
861.140990	552.431812	0.625970	1.399682	2.364640	221.469620	61.902917	2.136128	1.567727	1.422514	288.279656
138.842295	119.905009	2.832087	2.727637	2.873347	259.007214	109.531214	0.107731	1.060127	1.709762	216.371338
264.012326	65.846665	1.668994	1.403498	2.282619	206.321384	89.360944	2.539620	1.315968	2.194804	155.618097
271.413503	124.678356	2.484218	2.056381	2.439070	337.292660	66.586688	0.856635	2.090957	3.121397	322.048576
345.409736	166.160169	0.510621	3.017764	2.470315	209.584280	71.917891	2.883402	0.162171	0.399900	101.992119
178.092671	94.345932	2.062881	2.607873	2.986688	169.996074	43.772631	0.456555	1.768840	0.882602	240.261705
140.176280	71.705079	1.612828	2.336433	2.916946	351.227355	87.866970	2.598305	0.606280	1.517879	130.983192
302.866828	208.148713	1.771400	2.581860	2.784488	147.411581	71.995080	0.927392	0.509164	0.144020	199.644735
164.979945	41.067153	0.047592	2.160519	2.696680	153.711298	88.886376	2.263781	1.764913	2.808707	173.829103
426.300077	63.024838	1.680092	0.793329	1.116925	162.850429	48.419009	2.663143	2.979449	2.360404	124.319031
380.427689	280.856561	0.584171	2.613884	3.099092	191.049792	32.146313	0.514693	0.830372	1.230263	63.379361
397.951133	132.061513	0.360908	2.903675	2.887974	319.846273	58.118504	0.977931	0.707503	1.780696	279.768435
713.618034	538.091796	0.411650	3.011701	1.585220	334.590950	318.256434	0.813021	0.169288	0.711184	284.654530
252.299437	43.410246	1.900214	1.202660	1.343830	112.182694	28.122820	2.513472	2.126369	2.941597	153.415800
266.807910	177.926019	2.998996	0.092686	0.410046	542.751846	97.084270	3.040668	0.684188	0.450805	107.402267
229.378570	98.141836	2.182579	1.953045	1.536418	220.073480	69.731692	2.332711	1.199041	1.193210	217.516174
475.890346	439.257239	2.542545	2.348568	2.087530	242.732070	90.904224	0.475936	1.077700	1.393211	112.503216
263.753970	202.815578	0.805925	0.111214	1.099039	165.944075	51.769608	3.036240	3.011229	0.623896	73.726533
775.884587	631.875091	2.535263	0.823746	0.201116	201.526513	79.240557	2.109164	3.014705	3.001083	294.615326
303.670065	170.522675	1.140538	2.348505	1.606438	179.503611	51.241771	0.682253	1.818062	1.139437	223.340614
164.303071	90.519896	1.329724	0.207308	0.660388	191.215893	104.697385	2.293977	2.595946	2.447999	282.448094
1095.389091	1017.120389	1.077317	0.334643	1.473059	427.281217	254.478847	1.526746	2.896814	2.199898	68.296229
321.417289	281.257175	1.787662	0.103374	0.126964	265.100063	99.580947	2.001898	2.184141	1.362225	90.035228
543.910555	335.184071	1.938782	3.110110	2.378367	187.708743	72.545077	0.542028	1.707430	1.186578	288.618782
154.812598	53.803748	2.005845	2.352420	2.802080	203.522573	122.915151	0.835415	1.412904	2.655727	67.527782
230.073771	58.366568	1.671853	1.562760	0.626395	125.678961	62.814402	2.771214	0.932596	2.586692	41.626656
310.897214	185.390053	0.890406	3.139525	2.595599	179.042046	77.405955	0.526463	0.867774	1.837543	149.089373
145.709212	91.054482	1.527301	2.753328	3.075336	215.908552	55.414308	1.628701	0.983382	0.385056	270.215861
172.337599	51.351624	0.968605	1.496763	1.026694	275.522467	132.205344	0.747604	1.906893	2.446886	256.012787
161.418817	87.551127	2.331501	2.099495	2.828773	176.356903	34.882976	1.903316	0.453977	0.224825	160.326516
156.946587	72.725618	1.565227	2.984556	2.590825	199.981752	89.766929	0.585770	2.749556	0.217766	183.403286
351.267011	191.154954	1.816897	0.086786	0.085369	175.286418	107.065259	1.386689	2.814717	2.436546	141.330260
114.245319	28.595466	1.891135	3.109898	3.100887	180.528986	82.270659	2.133065	2.082735	0.027424	225.989485
386.417255	220.822871	0.845516	2.668946	2.312226	253.041510	32.394215	2.858855	1.173439	0.583124	215.580113
178.322416	100.586293	2.668163	2.541257	1.361213	132.668337	97.528521	3.043908	1.264933	2.285078	252.146349
355.681644	230.619115	1.887005	3.100527	1.932961	171.876305	56.958081	0.195709	1.376316	0.951724	149.550354
163.416931	123.256641	2.535560	2.993941	3.139637	133.341286	60.873207	1.103298	0.130966	1.197889	203.023874
181.733619	51.124227	1.580538	2.329026	2.884210	201.629308	40.577388	2.206443	1.676714	2.077964	218.746228
184.369142	104.618683	1.869001	2.489618	2.511256	196.041408	134.442073	1.557196	1.617487	1.360909	108.162767
214.351860	81.773514	3.042711	2.556815	3.124163	195.376237	80.539155	0.189272	1.653201	1.463399	89.199666
302.511606	171.090705	1.565769	2.848075	2.617605	406.442875	173.024073	1.421672	0.506883	0.198049	182.549321
231.265588	92.247662	0.594770	2.504077	2.732220	172.230356	83.145743	0.143356	0.906285	1.665802	75.462205
342.439502	104.291828	0.535488	2.605186	2.076808	279.124871	145.435809	2.233969	0.225838	0.443653	178.389969
354.986206	230.570582	0.181140	2.723134	1.162286	168.795462	74.753874	2.265527	1.553706	2.595538	110.430366
163.045712	76.121999	3.032336	2.209928	1.933945	263.885578	35.709377	0.134584	1.959420	1.528814	103.179294
397.325169	310.784491	0.636516	2.859921	2.922013	139.582005	71.027869	0.975368	0.292153	0.042914	81.012994
255.004034	194.882367	2.161819	2.801900	2.463911	235.345348	167.219156	0.712198	0.030742	0.373860	175.991164
141.595438	137.608522	2.691129	2.959812	2.792048	349.497545	38.981474	0.220161	1.928758	2.410416	205.223879
206.389098	27.843575	2.658697	0.498306	0.772336	123.639807	73.659505	2.049718	2.345001	1.749751	55.016950
202.340692	91.967836	2.573048	1.602707	1.176942	173.278988	108.136325	0.507368	1.647139	2.102110	127.992706
561.285924	429.123901	0.004957	3.139649	3.092761	189.492076	86.500095	0.192767	0.130199	0.804596	118.828786
674.986287	546.363190	2.903876	0.017061	1.195478	199.320268	94.870171	2.850728	1.850804	0.690281	10.796897
749.024342	582.015987	1.060979	2.671141	2.742698	665.255634	320.651750	0.779125	0.111087	0.215736	495.767522
185.072040	83.665706	1.652071	2.913713	2.998449	188.983549	36.659045	1.550827	1.401954	1.666846	313.342815
289.378047	260.614657	2.990606	3.047564	2.531641	221.350383	47.462612	0.081485	0.541454	0.605149	86.583046
182.138336	83.599742	2.501563	2.884397	3.105091	170.588642	65.308334	2.059464	1.272019	0.633212	119.452868
176.954245	111.785212	2.843468	2.680374	2.697478	202.421174	78.533970	0.295444	0.689296	0.409510	128.496584
526.318824	448.553237	0.063452	2.186229	2.059176	185.013570	71.285945	2.492286	1.263005	1.870980	348.785764
461.747437	118.423196	0.084782	2.821789	2.872512	174.807745	70.353154	0.882599	1.968703	2.890530	705.693226
222.431943	112.507784	1.827281	2.524103	1.882898	231.683090	72.347527	0.229382	1.416139	2.599157	287.359253
558.152886	116.988645	0.777872	2.819496	2.187147	352.414323	75.500236	0.521915	0.331915	0.882021	327.153903
193.865254	167.304350	1.129891	0.958069	0.956588	174.193279	96.071507	0.211762	2.071103	2.211796	119.554768
144.834260	40.553438	1.813817	0.894009	0.525595	284.263674	32.393628	2.712957	2.859071	2.932881	528.478328
417.710120	318.854506	2.128303	0.241179	0.770111	240.000832	57.398279	2.896216	0.955246	1.997974	94.845338
481.679855	447.586913	2.270690	0.509548	0.297849	433.583311	84.298000	2.152604	2.257612	2.964052	131.728109
465.728635	271.349026	0.750329	3.051867	2.763787	386.276933	87.802641	1.166143	2.109611	0.224466	322.094688
262.023165	92.353211	1.666191	2.557246	1.867810	446.696568	358.605989	1.087091	0.607681	0.722108	204.187206
544.807982	483.176292	1.142783	3.006115	2.443166	330.018780	250.841627	0.568079	0.722465	0.892765	98.232995
496.326778	459.903392	2.247545	1.219203	0.143535	145.855758	85.825536	2.461556	3.054334	2.793122	321.728384
475.490913	157.348116	2.030110	1.345495	0.884663	162.123137	66.613071	2.491476	1.330008	1.937277	203.098256
190.256035	31.780657	2.229151	1.343694	1.612056	163.540600	49.185942	1.172848	1.439126	2.672574	74.307884
498.618839	369.340007	2.696967	2.724337	2.757250	221.546243	64.144885	1.417156	0.336045	0.004189	201.393498
571.405188	492.226389	1.340826	0.245237	1.198222	162.548649	47.195804	1.959622	2.310749	1.612803	35.443547
231.072099	98.804167	3.075663	1.322840	2.206430	261.854225	42.629718	2.652187	0.050704	0.279127	162.474924
602.140659	581.672276	2.669929	0.308538	1.597377	175.465836	43.882102	2.912808	2.783640	2.410963	269.554462
262.647026	210.529899	0.980378	2.490606	2.775838	794.308794	502.682675	1.429190	0.611804	0.946043	248.999685
199.653179	124.356073	1.418996	2.325310	1.141411	193.386756	37.416924	1.859566	2.838115	1.832238	172.670173
567.926103	157.609097	1.413467	1.784252	1.736276	372.468776	47.996555	1.893416	0.381262	1.097904	168.336710
203.378133	113.966369	1.890930	0.655329	0.571874	324.900133	69.700476	2.451873	3.017048	2.737586	163.480960
208.743827	118.125876	1.714277	2.985752	2.916545	162.219759	42.609047	0.794604	2.345885	2.826033	408.534163
222.201487	164.781508	2.572531	1.881374	0.472825	298.317600	220.704817	2.188348	1.297032	0.307961	155.950424
235.520897	181.814481	1.213308	3.045317	2.650643	654.040555	444.810831	2.579491	0.102042	0.212386	213.584688
752.924812	522.458843	2.261710	2.465445	1.568948	236.128316	123.860109	0.505720	0.957512	1.327487	221.239363
455.068403	298.898604	1.955920	1.004185	1.392833	189.085886	61.367029	2.135605	1.500111	1.737698	240.900493
261.346767	133.011224	1.677477	2.883458	2.933772	375.089352	35.982127	1.111597	1.876593	1.870738	142.109214
182.877978	120.982807	1.174230	2.735192	2.655559	104.426786	15.149536	2.393939	1.532064	1.761201	306.477674
444.256763	138.045599	0.841226	2.938577	2.596646	175.260517	72.720156	0.104069	0.939200	1.077403	621.156683
260.569506	61.269170	2.856304	0.206043	0.556833	206.627192	84.888939	2.655967	2.980742	2.801254	215.965206
551.763794	137.113976	1.826133	2.965293	3.046342	252.957835	84.386105	0.499834	1.168246	0.334353	311.939750
