m3a	m2a	angles_b_a	angles_j1_a	angles_j2_a	m3b	m2b	angles_b_b	angles_j1_b	angles_j2_b	mT_b	eT_missing
1223.133486	1176.480260	1.247909	2.888809	2.900785	215.040608	137.160300	0.616894	1.868218	0.905563	14083.107465	308.396621
297.003957	169.522100	2.242092	2.766922	1.889218	138.892529	98.998128	0.171665	0.933382	1.002888	320.371969	168.082511
174.047812	133.451097	2.754718	2.352311	1.679969	175.348627	60.906352	0.074917	1.195308	1.383850	48.197599	151.214906
860.477394	512.413343	0.114639	2.764199	2.683953	345.343157	90.436610	0.848453	1.975580	2.498336	87146.134328	785.339770
551.303636	470.127636	2.229847	2.564245	2.916312	532.702100	140.583800	0.005111	1.641305	2.468656	5.531903	765.098354
800.722105	698.989838	2.315378	0.009801	0.756456	523.784934	468.776758	1.642629	2.349914	1.291971	36860.003217	232.564237
167.288839	91.015108	1.627090	2.941730	2.626385	398.428300	105.594096	1.168455	0.474322	0.394228	26325.943906	246.630088
248.790184	72.643475	2.429297	3.113814	2.755020	429.862413	201.013903	1.015276	0.454043	0.293021	18578.178741	118.505134
435.123848	306.994421	1.340572	2.690288	2.363537	296.589423	57.519673	0.454690	1.497109	2.496720	16723.398755	378.321662
387.428767	321.160505	2.154965	1.073663	1.239961	468.522202	188.082787	2.156114	1.802322	0.001057	105035.507038	115.615725
331.992386	153.323751	0.575320	2.081964	1.951564	383.692723	234.658101	0.275594	1.536661	0.817805	2937.659010	311.858767
