m3a	m2a	angles_b_a	angles_j1_a	angles_j2_a	m3b	m2b	angles_b_b	angles_j1_b	angles_j2_b	mT_b	eT_missingT
119.714355	77.449890	2.578667	1.937255	2.716053	201.463051	92.427725	1.709189	0.040218	2.649017	71091.715146	306.245559
203.791719	163.071128	3.127187	1.898229	2.609393	117.245885	44.337031	1.998713	0.226206	0.324091	40590.945824	294.080805
165.519186	67.116676	2.767577	2.201137	2.488339	185.566492	144.397949	2.812095	2.866558	0.191569	34716.533548	536.268884
165.963410	123.210947	2.181128	1.006539	2.482265	108.600598	31.450034	2.830519	1.592146	3.023540	206114.084735	264.921168
329.157458	184.879458	0.904928	0.819029	2.319131	142.207630	21.097495	3.045977	2.376747	2.155710	222098.274990	217.032811
154.031153	74.316299	1.676967	1.010050	0.002681	173.699276	73.236444	2.877529	2.172532	1.618263	156206.113481	254.681841
150.669005	73.441860	1.527783	2.552205	1.763119	67.244248	37.274622	0.619480	0.200521	0.774725	3062.228018	295.567838
130.556252	70.813562	1.352975	0.293683	0.388020	139.491088	21.855188	2.899107	2.533644	2.958997	666268.970162	547.591924
1548.452285	1470.817849	2.635431	1.067856	2.679292	138.397268	70.685798	2.756157	1.571995	2.257963	80354.392602	241.225214
328.944680	240.218092	2.826799	3.100346	1.910757	149.488030	86.451497	1.006533	0.154167	1.013259	5475.830955	102.605214
300.333003	274.372194	1.195212	2.936268	1.997886	265.877786	153.899786	1.965259	2.659382	1.445776	161046.688797	414.990236
146.450518	44.125702	2.703400	2.899916	3.009987	202.983506	120.286102	2.102207	0.695019	0.773896	56725.638298	357.381030
205.182311	124.186907	3.030286	2.087480	2.938635	137.109080	92.130755	1.771047	2.767789	2.403356	55025.039355	429.619567
141.477318	78.257649	3.134461	2.082386	1.957458	132.844553	74.483692	0.897439	1.391018	1.818128	16602.617659	187.856335
177.196830	83.751750	3.112791	2.509110	3.081957	206.213049	163.511875	1.729248	0.207090	0.046942	41102.090778	538.520012
134.816924	83.761083	0.916563	0.144076	0.266431	191.805787	39.192074	2.774304	2.813543	2.333299	143841.847048	186.429017
168.234355	71.196507	3.007458	2.978822	2.614135	86.441956	57.504224	1.697627	0.641160	1.862232	38860.405989	617.053990
128.321583	84.968135	2.478205	1.379453	1.145269	138.503680	44.197293	1.806887	2.644993	2.126112	37904.060015	178.345547
172.696455	36.408637	0.688485	1.886061	1.394402	94.718589	39.750402	2.680624	2.234910	0.758897	35010.568293	238.804408
142.814459	64.693802	2.980997	3.085208	2.260399	261.425936	153.231186	0.674969	1.082307	1.322143	16340.146639	329.504473
322.713113	244.466529	2.181856	0.144104	1.011205	154.011788	95.435578	2.122071	2.639337	2.151209	964.878768	17.082440
165.096486	30.199008	2.265463	2.078984	2.672698	483.810135	133.344980	1.244704	2.198833	1.565648	50864.154821	177.809576
165.049167	83.780102	2.305131	1.758626	3.011321	163.892130	63.468342	1.715720	1.252173	0.100621	69135.114097	279.054770
158.256594	42.746729	2.801156	1.954758	1.997954	137.683775	63.549945	0.950823	1.782261	2.985956	9542.254478	275.542363
160.648410	56.141308	2.965943	2.311304	2.526677	161.483869	22.903018	1.213868	0.396480	0.695713	9000.189915	81.739286
265.585134	234.324403	2.150109	2.651047	3.113807	172.723959	84.932234	1.071547	0.562257	0.059906	69991.611185	500.440757
198.246983	104.467767	1.884599	3.019302	2.281801	100.923587	24.671756	1.078216	2.015585	3.118971	15826.807157	390.310200
119.686424	28.639973	2.632187	2.439227	1.459053	178.262805	49.143741	2.954952	0.537273	1.999548	314696.948176	498.492736
279.993191	193.231572	2.780686	1.051374	1.105293	161.881055	65.162062	2.485056	1.900079	1.920983	132576.713528	176.942488
200.533862	75.510537	0.749952	2.438957	3.027828	147.035067	85.806594	0.348139	1.052532	1.630220	297.039497	36.982474
209.236422	68.127712	0.685217	3.028663	2.369291	142.305468	35.005413	2.895962	0.472987	0.768666	47870.575151	338.031383
242.737834	104.458362	2.266542	2.550894	2.173128	218.309858	55.200974	0.229711	1.165543	0.692696	1162.947448	407.727379
294.295555	263.808801	0.382314	2.702573	2.706300	82.983576	38.999975	2.103151	0.288954	2.834333	58613.535408	297.833742
164.117596	84.944336	1.426960	2.891684	2.712997	189.810586	85.163662	2.433238	0.819737	1.155393	79369.092301	359.529926
343.611600	300.509277	0.185791	0.556281	0.639136	177.265326	78.499497	1.893072	3.091817	2.576202	17519.969543	67.321621
149.834550	54.616095	0.999533	1.622732	2.128680	156.434672	63.864084	1.900481	0.843056	0.257129	83364.249365	272.691755
191.666194	51.599508	0.939185	2.903839	2.729692	144.098787	70.640785	2.722959	1.665882	2.778591	38057.085359	369.186706
130.860540	83.633591	2.621004	1.628377	1.428218	267.977265	258.191388	2.393665	1.976899	1.592723	2559.412507	70.230580
135.361993	105.391285	2.955456	0.539198	0.697756	244.226716	167.220912	3.062856	2.683608	1.929932	95659.686929	249.000131
197.751037	120.574610	2.932390	1.358650	2.151950	89.445086	24.206990	0.806538	2.643327	2.416548	2054.782013	75.680053
153.835250	38.792063	2.107442	2.930938	2.811247	109.769952	48.501389	1.691684	0.270713	1.924768	24260.077840	372.065125
207.041053	49.927904	3.102963	1.781605	2.145812	83.395115	51.279554	2.704361	1.569365	0.682018	33162.053559	351.307642
155.391864	86.780213	0.525416	1.597387	1.379055	156.088334	73.884747	2.794910	1.739940	1.386656	30193.243610	111.531070
345.744919	151.265125	0.152653	3.090366	2.958849	199.251579	34.246129	1.494963	3.037807	2.789268	47126.803446	297.773823
690.061598	560.045220	1.158079	3.007194	2.033632	159.145873	33.436143	0.924334	2.113731	2.341642	37062.524863	314.868448
543.265156	412.908660	2.377386	2.870070	2.168771	170.153091	83.881791	1.517965	0.740407	0.032656	154921.565717	811.406628
1058.836306	967.854357	1.739260	0.494285	0.929630	170.717652	60.780484	3.078014	1.019104	1.670429	66951.887029	171.942066
122.149972	73.370474	0.385761	2.219857	2.020095	907.122648	241.935913	2.460111	0.516822	1.964839	196401.675552	346.298184
453.548859	346.683395	1.167295	2.943789	2.356325	57.608359	25.633068	0.140787	2.126569	0.471284	85.018807	211.524973
145.261565	112.112365	1.250405	1.939805	3.126795	105.058694	65.345207	1.406461	2.347199	0.898565	14522.762622	200.863491
219.410309	105.257108	2.443092	1.007217	1.924869	193.292484	82.494864	2.121479	1.508533	0.886232	80737.165963	196.254906
175.073710	87.682948	2.495090	2.486417	3.059784	124.968517	42.260976	2.739859	2.333835	0.259454	226641.508086	569.639049
222.798996	162.340143	2.834513	2.815347	1.828399	101.191689	31.871710	0.130810	1.287270	0.150881	158.843943	97.603792
183.724192	54.531488	0.441711	2.618992	2.965024	164.252490	14.401840	3.031879	2.504941	3.022807	102919.917734	284.780811
154.328083	75.720353	2.620963	2.777669	2.891485	158.498034	36.306202	1.411268	1.077705	3.069159	100466.006559	463.833089
103.604110	48.416739	2.786880	2.440267	2.726831	115.183769	33.413235	2.936330	0.411905	0.364379	60036.562939	253.563358
320.854802	276.321262	1.456722	2.938347	2.313202	195.173883	80.515530	0.257680	0.277806	1.422996	524.206958	146.687027
294.842321	172.937389	0.753911	2.962328	2.985628	173.438961	152.540585	0.781803	2.646872	1.551461	3583.834248	474.617330
480.805169	256.114196	0.063790	3.043804	3.062068	549.745020	61.370754	2.951698	0.327053	0.423137	1107465.750482	717.687331
200.597185	162.798730	1.134601	2.761354	2.635328	136.747758	39.581385	1.860821	1.055865	0.238986	64181.491232	382.209298
955.313798	848.658629	1.739089	2.954035	1.642423	195.273058	79.996231	0.089694	0.774818	0.144537	356.233097	322.678991
240.302839	105.234304	2.547408	2.426238	2.470931	241.502940	141.878792	1.355794	1.107671	1.436165	53546.492819	248.310141
265.921894	127.125450	1.167997	2.173222	3.119552	203.072128	75.145456	2.157437	1.379342	0.685560	289209.483349	356.454558
208.131485	22.324155	2.634038	1.330210	0.873280	187.857638	83.166379	0.691402	2.409504	0.972466	8855.063130	194.877150
126.001524	87.193054	2.187052	2.837467	2.700545	290.023597	128.840568	0.741716	2.495851	2.942767	16517.724782	375.767094
198.753230	51.394117	2.349606	2.657887	1.804052	130.883936	43.941270	2.277840	1.511538	0.275857	66845.599128	327.249795
159.521290	94.925482	1.461369	2.841173	2.877639	148.725684	61.933013	0.930830	2.700694	1.230454	37710.991013	611.573017
318.632316	245.204170	0.158888	3.016523	2.850979	140.722021	36.802414	2.291542	0.584468	1.521776	38510.367431	173.934446
254.465587	207.458741	2.262363	2.913231	2.320414	525.807271	92.932877	0.826800	0.113783	1.526636	11905.938481	478.445994
208.257370	61.139842	2.878036	2.412490	1.181946	143.886706	63.926273	0.221776	1.631876	0.751803	340.510636	124.396788
227.457960	198.525115	2.345428	1.686805	1.742636	153.529730	114.478734	1.752667	2.511189	0.097284	20161.444577	176.496872
176.485226	31.145930	0.137775	0.971481	1.630857	152.665984	44.256840	3.128689	2.588113	2.043364	136737.425206	223.336567
168.000707	68.715884	0.994190	2.910107	2.800804	134.741915	58.126533	0.035096	2.821395	2.766857	13.599546	278.057702
141.876392	68.561150	2.779341	1.402604	2.742117	78.311783	32.652380	2.717780	1.179209	1.676790	17262.071727	156.074230
173.728479	79.388772	2.190642	2.753347	2.774223	148.658219	77.222478	1.659455	1.118636	0.762234	102081.414713	447.851592
356.045731	314.788593	1.695597	2.803427	3.112858	220.653066	36.278123	0.918534	1.253927	1.566923	27368.615007	473.877882
193.266762	62.469538	2.732951	2.609395	1.252647	135.052285	21.375756	1.426724	1.878902	1.271575	51215.786216	419.816281
214.526892	66.450050	3.121892	2.877503	2.525010	200.911686	75.853287	0.220913	0.440900	0.412599	5132.381076	546.996544
163.898941	53.294844	2.553136	1.463590	2.385639	131.371653	26.130829	2.994804	0.917730	1.546027	126321.139423	349.536686
132.164770	80.814482	0.915757	1.955153	0.903871	155.111902	71.745801	2.336797	2.937955	1.746839	238439.620221	278.604649
122.174650	26.575267	3.109256	1.944445	1.777918	112.786081	62.012711	0.930372	1.276827	3.050238	3762.298485	147.893529
140.134297	54.317014	1.825328	2.576155	2.255311	211.743795	24.202544	1.924284	0.503329	0.577680	194845.387375	395.604286
242.675992	196.437350	2.079719	2.257898	2.295291	170.646054	106.507132	1.877920	1.002337	1.780869	41105.489917	342.985589
227.505288	178.338184	2.576473	3.048695	2.109729	95.940882	26.567822	1.733878	0.510924	1.412368	26779.212201	211.450573
630.838780	586.960068	0.870048	0.447537	0.970904	558.030483	188.888663	2.361748	1.462558	0.048390	142493.438737	162.115369
148.753828	51.391701	1.799264	2.251615	1.618362	183.231170	70.940050	2.331424	0.751976	1.613478	124655.635095	269.444509
173.099980	39.560630	1.827655	2.426599	2.858430	64.325482	18.570494	2.032356	2.018575	0.399643	38991.984839	352.557163
196.992416	71.519544	2.907558	1.825301	2.783162	207.872797	64.120200	0.229740	0.105988	0.585224	997.585810	159.773203
189.258293	37.737537	2.438518	3.067515	2.614123	467.323715	100.510431	1.533584	1.220238	2.863947	143877.782568	585.419962
311.112496	220.136288	2.201249	2.755782	2.442743	156.847690	56.495298	0.087026	2.073741	0.927905	135.499725	461.163536
231.497994	184.780293	2.751016	2.225041	2.509571	143.380876	79.199472	1.809468	2.961426	1.241683	41236.195599	249.448810
917.125713	815.142387	0.465194	1.004952	2.083335	171.250462	82.333097	0.348836	1.496831	0.639706	776.738196	204.195801
172.447184	45.565958	2.155475	2.797508	2.888773	247.278245	160.007490	1.822926	2.046987	0.005687	60897.775720	386.085393
500.034715	419.728201	1.274645	2.351458	2.979159	315.832272	165.844494	0.684267	1.318697	1.310364	13537.700480	282.154947
146.065602	41.802194	0.113955	2.127150	1.101142	197.192082	118.686337	1.443081	1.544248	0.672810	21990.770893	111.346801
144.688696	79.016003	0.660753	2.410000	1.692196	173.656184	78.115054	2.135220	1.784518	0.847707	11131.226481	62.699823
150.482466	80.052101	1.930717	1.752026	2.523706	267.253831	83.443242	2.655490	0.098210	2.047305	133781.371126	318.976533
242.821395	70.410014	3.077219	1.251566	1.157945	128.614400	52.743201	2.551162	2.113682	0.956373	278589.130241	437.237064
159.673349	60.384386	3.043279	1.433901	0.609274	153.484441	56.785631	2.557087	3.037843	1.818152	235059.294861	338.828668
158.387823	74.736368	1.875666	1.870567	2.011627	191.241786	60.538013	2.695089	0.549278	1.100639	40563.397419	162.319729
184.590978	80.479505	2.361390	2.194737	1.799570	92.468240	19.605478	0.364591	2.275850	1.624816	741.041901	218.219731
338.158657	301.990769	2.145429	3.018276	2.598126	123.047096	73.011795	1.130178	0.345905	0.180735	33437.824225	721.403952
193.598475	161.120435	1.012777	3.106742	1.760812	220.149996	61.388405	2.955438	0.774688	1.869989	32685.815446	77.095194
142.403165	58.640670	1.529659	0.750962	1.998702	214.017027	63.226029	3.079137	2.999327	0.990584	265123.757285	388.382071
158.212953	53.108265	1.776590	2.687277	2.012635	258.997534	81.175934	2.364592	1.232293	2.710364	29788.144801	290.164809
175.856226	80.082271	1.103289	2.885880	2.691808	136.837333	72.516009	0.785089	1.827480	0.872009	8458.209245	534.084946
166.844273	110.684519	2.097887	1.181953	0.595288	280.368240	64.896943	2.992879	3.011232	0.644931	45645.565581	155.989926
137.178843	31.910293	2.056607	2.525124	2.127462	148.679730	24.318205	1.246644	1.499515	0.616883	16236.324166	88.142104
203.400707	86.376331	2.948045	2.847261	1.796586	122.713832	34.745186	0.248760	1.797226	1.117487	1944.690020	408.087841
149.219970	31.357474	0.900621	0.435478	0.917515	253.761182	40.264828	2.769104	0.939034	2.790368	1048802.211026	521.137697
198.629461	25.887211	2.759116	1.303451	1.504200	323.971409	256.845432	2.651682	1.901687	2.513115	85650.110985	331.591689
220.474936	102.818592	2.607031	2.688738	3.056766	212.138269	67.388930	0.711951	2.198500	2.196618	20022.762507	531.599615
169.058543	74.952141	1.672031	3.130046	2.967432	131.413242	64.676869	3.032096	0.203896	0.219935	33934.794168	364.245796
267.251332	154.588952	1.693613	1.550174	2.201041	229.979915	121.009584	2.207356	1.251234	0.509444	61610.582314	134.759801
136.164707	77.775754	0.509152	0.024093	0.517782	129.927196	69.484246	3.067858	3.061142	2.333608	164520.338614	196.707012
152.604832	62.643917	1.777063	2.642421	3.055391	224.082324	96.424868	3.123451	2.516354	1.739335	51145.222363	463.453717
177.077759	82.553487	1.966250	2.579250	2.697263	150.025447	87.337284	0.820372	1.112555	1.443955	23628.129496	177.619409
287.175821	139.772856	0.700639	1.773620	1.133049	199.836066	95.836773	2.946276	2.304345	1.025997	190968.789276	332.287409
213.585102	46.672320	0.786427	1.993237	0.943065	175.777028	51.728787	3.094369	2.842429	0.682685	723328.820595	554.784103
193.250455	111.998992	0.855922	2.495375	1.530451	177.434837	66.399315	2.846879	2.372985	2.886370	181524.771366	342.723476
532.137863	243.641530	2.310177	0.447198	2.655023	152.741535	81.700714	3.130641	2.290253	2.502453	258014.429120	577.898844
211.647893	131.444051	0.379838	2.098535	2.826848	305.703616	114.411802	2.292157	0.620032	1.477686	127177.205848	289.515393
146.364955	82.600373	2.322331	2.265627	2.226262	84.941756	20.516681	1.993068	1.216729	0.147098	140352.475690	352.216456
239.658148	168.645481	1.740020	3.096939	2.656691	168.437508	77.854534	0.379185	3.042435	0.657635	2788.406827	358.565771
162.663189	78.713439	0.752194	0.483695	1.085993	175.905018	99.015447	2.454143	2.540447	3.054732	25251.502183	102.938190
347.889967	323.205457	0.610628	2.233344	2.788329	167.153297	83.365900	0.768097	1.682836	2.350379	4892.709433	248.283749
101.367991	36.267557	1.313143	3.033837	2.292722	142.540286	71.569827	2.914546	0.121442	1.540899	41853.985076	162.587671
182.097234	74.796056	1.484902	2.921671	2.686125	232.764762	71.048161	2.930211	0.251705	0.283001	11293.592635	46.183282
332.833258	272.407982	2.680651	3.098171	3.130088	121.725407	77.037670	1.076166	1.854928	0.253698	10366.947057	367.992076
279.318753	216.111836	2.858999	1.711984	2.135618	147.391669	63.620461	0.528227	1.038928	3.120522	488.129680	13.866162
333.564652	295.894410	2.179900	2.899097	2.611367	458.768644	234.473911	2.628810	1.340945	1.232526	210165.699601	410.924235
202.572471	57.420474	1.624668	1.520342	1.048669	145.463956	70.058871	3.038867	2.612934	1.774559	162655.495479	277.831604
174.484041	146.229487	2.756836	3.110965	2.476766	143.902505	78.053895	0.057044	0.183254	2.992787	160.017972	595.731803
126.386886	38.809015	2.434933	0.861421	1.133703	179.091132	65.127617	2.250252	3.061488	2.558537	66093.758191	139.788309
506.294165	394.433560	2.731471	1.243349	0.394586	124.463345	15.404583	2.007197	2.163462	1.941827	83328.575029	253.959248
140.668305	31.576756	3.023455	0.059043	0.939018	101.811418	70.046322	2.831947	2.538939	1.933764	57764.217900	230.644810
132.289955	29.202710	2.528393	1.115289	1.396753	307.473488	85.358917	1.883449	2.402377	0.092377	83744.109630	256.923368
152.907989	68.223054	3.053941	2.461575	1.466247	160.923792	57.720072	2.275456	0.965818	0.083855	63421.871676	213.418210
175.246054	71.667436	2.750341	0.943075	0.239003	164.154399	86.622260	2.725678	2.123584	2.246125	32754.004708	119.853257
243.036241	203.989030	2.740632	2.501418	3.063251	302.025203	165.807309	0.934680	0.320732	3.053364	8132.520644	160.357581
188.697277	91.667792	2.482081	2.861870	1.357513	445.993066	112.427233	2.353384	0.926461	1.295076	222053.527145	376.237999
311.218500	190.285483	1.462480	3.121991	2.915739	410.501715	147.179665	0.866937	1.170803	2.461743	6700.856562	179.815650
188.266854	142.876548	0.747971	2.526154	2.668860	78.121276	19.612327	1.161780	2.903180	1.644015	48002.844805	437.552128
125.575165	41.973692	2.546981	2.755785	2.973755	107.767987	55.200968	2.830182	0.136988	1.451473	32374.155034	271.108209
161.900646	87.459386	0.069656	1.506885	1.899601	129.311321	66.904152	1.531270	3.087115	2.595911	14778.326389	139.959328
272.127731	75.053318	0.064156	1.762994	2.964140	202.789596	99.596672	2.613977	0.672711	2.096807	38398.695354	131.763481
280.105095	133.768003	2.622711	2.500207	2.087506	135.189350	39.632261	0.341770	0.639858	1.104259	936.039197	190.488040
182.733347	76.146171	2.682631	1.851338	2.266361	195.474160	89.934622	0.088325	2.364154	1.241989	87.939677	337.890369
178.843282	77.639457	3.053868	2.359990	2.221641	119.326085	71.857841	2.479111	1.343777	2.095064	154482.212126	558.786485
254.630695	201.151519	2.512368	2.144398	2.810597	160.530643	40.057427	1.598119	2.355489	1.657615	39813.641350	453.947283
256.505081	18.751211	2.734734	0.514457	0.061000	203.890596	65.707876	0.434488	2.992215	1.851215	3319.519747	152.871980
147.818014	55.214508	2.885810	3.084588	3.011006	168.098648	53.440579	2.479915	1.859382	1.822984	97655.788856	388.648821
692.946552	619.902604	0.070999	2.928960	2.550469	239.731071	22.346507	0.286450	2.225408	2.284860	1690.280852	200.998170
185.465306	54.871117	0.344056	2.778101	2.937052	169.985149	53.608451	2.598607	0.120720	1.265123	45143.361180	123.122616
261.559719	130.796632	0.740140	2.375761	3.084201	143.391414	42.243855	0.715474	1.818566	0.486219	5435.173645	66.468649
330.513602	204.031110	2.516675	1.062147	2.509978	228.938601	160.473957	0.000780	1.990560	3.005854	0.005558	341.060683
160.588250	43.833395	0.760663	2.559773	3.101121	334.484004	322.700878	1.124003	0.968159	0.500913	1091.304882	58.967054
576.173134	544.105027	3.103772	2.503737	2.970818	170.335748	63.347586	2.849843	0.164429	1.398094	162753.251256	538.760083
215.926660	102.059321	1.608535	2.179293	2.924792	340.783000	83.229042	2.922424	0.234779	1.686637	70477.802165	281.206898
299.878182	152.006794	2.300157	2.665870	2.660659	262.051752	73.684469	0.185390	2.961469	2.938740	3034.720953	475.862264
175.340485	58.606898	0.453325	2.508952	3.050867	123.797310	55.149128	2.038206	1.644214	3.071424	21862.488128	145.042447
1142.994926	1067.424175	0.412049	2.521195	2.743733	170.467259	89.463315	1.406398	1.201548	0.406352	6801.212687	112.271705
134.844625	48.348929	1.589445	2.604695	2.789601	143.048306	80.683133	2.878890	1.548229	1.486266	70498.619085	342.429860
261.464655	85.258483	1.562448	2.690959	2.659512	157.838849	118.456714	1.242021	0.563517	1.797198	20202.245873	140.614460
123.058329	62.146315	2.878711	1.363211	2.207971	276.426879	104.562051	2.746325	1.259502	1.357902	355482.676115	460.234244
212.506959	150.713979	1.851203	1.911950	1.436325	264.093526	244.391097	1.270119	2.180210	0.660223	14700.471887	324.451044
152.865096	71.471786	3.050625	1.693507	2.133820	104.754398	63.173551	2.011340	1.672629	0.629911	41942.775758	243.715094
134.822680	70.014415	0.515937	2.567628	1.297556	60.153375	28.301950	2.950613	2.181816	1.273483	18323.447461	298.398890
165.237579	73.722939	2.043030	2.536776	3.136466	161.152585	58.144335	1.580853	2.747885	1.871497	77402.400360	479.858247
190.106042	80.847144	1.771143	2.061412	1.278935	202.962194	42.972562	2.444130	2.759240	0.757438	340983.513731	457.724550
90.394216	24.865601	2.647913	2.570109	2.263756	75.675072	28.577572	2.937605	1.364628	1.707212	20376.336874	252.824145
172.806266	100.060152	0.953000	1.725232	0.512053	170.439970	81.241057	1.292517	2.585089	2.566133	7196.679514	45.714743
710.688847	591.755396	1.978290	2.458504	2.277646	325.198074	31.026929	1.050789	2.585658	1.195162	114967.103318	234.654957
375.130268	331.118741	0.562914	2.704017	2.299638	155.198833	105.871912	0.987832	0.676272	2.594558	8292.535221	304.311573
183.087277	124.374088	2.028425	1.272357	1.729643	184.504359	31.256013	2.135060	0.023467	0.258303	106555.820643	426.082689
416.943360	201.439647	0.031712	1.875804	2.612678	368.155942	158.542329	2.615639	1.071388	2.691110	475843.469172	438.270180
134.957727	109.278432	2.103996	3.070563	2.005196	197.188723	70.063179	1.653926	2.568073	2.769231	50398.611909	270.756606
153.277100	125.142983	2.253906	1.394224	2.779176	141.742539	54.514288	1.306418	2.494566	2.900798	20030.879503	194.302260
217.282835	94.457876	0.198916	3.014497	3.043780	280.078615	112.452771	0.671227	0.898052	1.776484	6216.844034	205.774629
243.610511	144.762278	0.155432	2.647054	2.929502	279.410859	69.467283	2.824903	1.162495	2.324420	1026603.553054	740.454826
217.429791	172.874448	2.509555	2.174438	2.784295	124.237766	74.624326	0.925560	0.638722	0.889830	3133.426737	66.169522
285.897492	92.434913	2.455193	2.550532	1.922004	221.210532	31.221845	2.962261	0.731952	1.834301	184609.796046	353.190059
165.811793	82.805980	1.317356	3.027998	3.050345	116.351134	30.314808	2.531119	1.219630	2.698293	137719.613814	601.834345
138.923942	20.400429	2.504732	2.806179	2.338100	297.179292	175.167899	2.958999	0.193889	0.272848	154767.634137	371.661028
180.277304	87.864494	2.986336	2.886659	1.621568	51.485561	31.592043	1.745966	1.412126	2.690983	34084.002310	416.387241
196.482803	81.520370	2.976436	0.495149	1.176533	125.084143	83.807866	3.092859	1.001934	2.603983	11690.778115	98.124548
197.472169	54.610667	2.647336	0.712926	0.195510	195.240178	46.361131	2.457259	1.546054	1.140408	118140.892091	179.597741
514.115319	400.755399	2.185759	2.510131	2.182872	247.727149	110.606728	0.385490	2.461381	1.662113	1306.654496	158.186210
204.955230	134.801014	2.296164	1.763225	3.099696	190.805448	99.899318	2.002700	2.204112	0.273938	42433.519203	212.568612
446.999432	194.774240	1.929586	1.061998	2.329506	568.265538	324.296250	2.514562	2.475264	0.890004	146789.299107	221.962342
173.012638	81.379691	0.402272	2.856932	2.058482	146.825316	49.241546	1.899055	2.716276	1.888138	106926.825105	323.861323
174.219025	76.341541	0.025187	0.942040	1.210216	174.500134	80.624877	2.239364	2.825927	1.356176	63750.843568	169.059075
382.066221	259.789667	2.755499	2.270854	1.013125	146.208806	67.226781	2.845576	1.398612	1.163844	95341.516643	462.356424
159.830843	66.691364	2.820212	1.213474	0.610033	100.873276	61.980040	1.930916	2.653005	0.259808	31307.276705	293.264292
742.319927	669.308637	1.885956	0.937799	1.983347	167.680649	74.828297	3.112255	1.835497	1.401814	48129.864267	191.581513
170.829021	107.699774	1.938412	3.056037	2.433520	200.314116	47.755542	2.635197	0.560970	0.797685	310940.957719	719.462403
155.644617	53.535883	0.066107	1.745509	2.114161	170.701704	50.261953	2.809547	2.044588	1.122349	235621.904769	299.134839
143.166040	72.857211	0.696495	1.946986	2.748214	210.470554	102.497480	1.168943	2.487507	2.269311	12062.796794	103.178436
255.313683	154.085586	1.533715	2.095509	2.733389	211.207537	137.053953	1.459088	1.335450	1.583223	40526.364602	189.490138
107.905938	65.924257	2.901362	2.686638	2.273845	65.911176	35.241952	2.045996	0.342499	2.256221	11394.001858	259.041800
166.138783	77.274707	2.402745	0.628741	1.144572	322.519187	155.651040	1.838021	3.023969	1.499835	91310.287898	263.315594
133.559754	128.737270	2.812737	2.785284	2.639735	175.519701	76.463153	0.479227	1.893746	1.997921	12193.236770	610.686423
178.451444	112.894444	0.876982	3.033893	2.092923	205.522936	76.850321	2.976252	0.068774	0.719387	95540.978819	280.245091
301.670994	249.846985	1.409814	0.470960	1.438431	182.249959	90.241922	2.574559	2.672879	2.858575	364993.500097	491.197968
157.429078	81.794763	1.224955	2.718471	2.759532	232.026809	64.433682	2.535213	0.523869	1.059907	115405.509673	299.465186
213.066943	73.911247	0.179618	1.808665	2.854033	238.465518	33.995179	3.103403	0.294546	2.784662	477772.940656	373.714255
252.190028	27.433525	2.731915	2.167123	1.911763	226.285835	18.329307	0.659025	2.967492	2.126354	77774.306004	415.042916
239.224416	155.297878	2.203559	3.074835	2.000475	221.152854	32.769218	2.710868	0.211717	1.026030	149234.656360	245.610772
155.670174	49.533629	2.228971	2.746356	1.919654	150.156296	57.028790	3.064737	0.638172	1.821545	66173.381612	259.993559
169.566495	43.607889	2.374699	2.483171	3.122597	188.082618	33.378505	3.099604	0.793450	0.251429	265933.447934	535.431524
125.856497	42.079037	1.851162	2.622703	3.102446	83.046554	30.956695	1.560586	0.907906	2.617901	43845.235663	271.651910
167.412086	73.883279	2.254730	2.787158	1.780569	258.025898	73.780360	1.818695	1.454926	0.924725	93860.054155	365.554473
162.919580	82.969297	2.994593	2.061500	2.646906	187.681990	88.480813	1.557948	1.886277	2.324040	124175.895841	397.213109
197.032436	128.576733	2.476261	2.918622	2.517594	177.025916	94.578215	0.523453	0.511940	2.145252	10991.045291	353.530185
180.014540	77.376405	0.088942	1.722845	0.607088	136.270222	46.272078	2.949086	1.984999	2.317111	189322.021210	257.245976
145.713941	41.038512	2.063327	2.298500	2.730854	114.255449	40.456861	1.382558	0.961801	0.600284	7895.854895	110.800401
177.809269	82.991652	2.963890	2.060261	1.324890	250.236714	94.016182	3.053089	1.914834	0.699914	218462.227103	605.292093
136.102740	21.261199	1.491541	1.496401	1.126920	116.085896	15.178272	2.024748	3.034928	2.592560	66049.919240	167.422929
381.373409	327.587937	1.504289	2.085697	2.641885	147.574394	31.176264	1.198925	2.457810	2.867685	36535.525915	196.631620
155.609662	22.701652	2.284403	0.731418	1.303370	134.204791	77.336685	1.760204	2.829286	0.349560	11618.796019	93.840702
131.823730	38.247917	2.064436	2.731544	1.510328	184.032988	39.503374	2.033418	1.372991	1.697462	150090.893595	404.238108
181.772320	139.068122	1.870080	2.876328	2.081085	123.409915	16.317714	2.951436	1.635872	1.065851	205054.061088	515.249803
252.349620	105.586312	0.431052	2.729072	2.340297	156.013321	39.798714	2.590269	1.667889	0.475553	348504.063890	604.533018
189.021404	86.299514	3.000733	2.241224	0.685133	151.750306	111.688486	2.223708	0.734266	3.056905	34428.846341	272.995068
179.397412	124.067672	0.193157	2.650674	2.773918	145.978327	88.342449	2.789391	0.803503	1.837457	26247.845436	168.795163
173.116481	88.007369	2.593682	2.199220	2.832543	144.280765	62.536529	2.854910	1.321021	0.156843	131570.762061	436.972349
178.683223	136.919526	3.078380	2.592147	2.694711	156.139300	57.773334	0.982160	0.379521	1.186781	11416.394078	242.986825
170.756789	85.296377	2.460420	1.886517	1.106820	220.799918	107.549299	1.683216	2.574294	0.994957	24540.685074	151.727632
