m3a	m2a	angles_b_a	angles_j1_a	angles_j2_a	m3b	m2b	angles_b_b	angles_j1_b	angles_j2_b	mT_b	eT_missingT
134.475017	25.548227	3.066761	2.398126	2.604142	131.315082	44.109198	0.033250	0.971390	2.289693	9.711099	283.761775
147.938117	56.993704	1.254647	2.606697	3.004564	165.778978	59.354419	3.047579	0.557268	1.127988	50084.466061	220.515178
432.280947	325.838884	2.546384	1.976900	2.979306	156.716944	74.759685	0.714642	1.044388	0.010881	7585.041629	316.566656
297.527400	193.654531	1.192425	1.027336	1.563946	136.077132	72.893519	2.960039	2.162832	2.863744	38277.982779	105.341889
174.953270	107.162439	2.628201	2.151026	3.089704	124.798801	61.210862	2.750428	0.560507	0.562407	15555.926397	138.632218
180.380526	114.363277	1.016870	1.930569	2.816341	149.780773	85.115081	1.635606	1.493169	2.751033	27006.031329	208.000023
212.001620	196.522987	1.863940	2.754836	1.325388	254.623989	98.366002	2.173102	0.769926	0.490830	77170.160704	246.688765
182.592965	78.177645	0.911581	0.681719	0.077383	179.960092	80.998805	2.973500	2.505628	1.907740	104993.710401	146.027101
128.595909	68.662814	0.225421	1.211573	0.806555	138.578393	67.239528	2.586771	2.981993	1.645660	116846.820152	254.060267
151.722691	83.390707	2.834740	2.750258	2.269642	137.075744	34.073563	0.821072	1.081293	2.768878	54794.831023	444.265088
116.640268	43.354413	2.988243	2.749594	1.593388	56.220465	36.272068	0.467526	0.265574	1.559683	1951.503261	327.621738
168.533196	27.644577	2.438865	1.381062	0.703219	156.687990	59.751093	2.422840	1.636186	0.321679	68085.954686	260.933799
141.400078	101.157856	2.312399	2.645776	2.168752	117.353231	50.600543	3.042872	1.457473	1.703929	34164.839354	507.525853
142.639673	112.245215	2.951661	2.499479	3.074368	268.347210	48.695334	0.597962	2.969260	2.171035	5176.478709	343.047308
136.131720	70.913944	0.685875	2.270917	2.939855	176.139757	77.178495	1.611011	1.087575	0.304506	8588.124111	115.523921
160.950544	76.561092	1.213885	2.458117	1.355352	161.472977	124.604437	2.908657	0.875176	1.796372	19475.962413	227.315219
115.484035	104.443435	3.078385	2.913221	0.562257	161.264065	81.055971	0.838617	0.130954	0.326991	9571.248405	126.929758
225.559061	55.469198	2.976404	1.282546	2.361700	71.385204	50.852137	1.363706	1.969040	0.780401	3248.835865	206.815622
116.940911	88.186092	2.101713	2.567492	3.013402	184.819340	85.622469	0.775012	0.040860	1.042998	9980.344414	73.247532
233.343047	191.206853	2.862526	2.043280	3.087884	98.910654	29.195694	2.148831	0.566956	0.917340	77435.180876	394.758583
241.931927	116.276933	3.067200	1.149382	2.169552	504.019563	387.757404	0.762413	0.006626	2.371196	13607.068627	279.982454
216.188322	105.735231	2.334642	1.276024	0.391856	364.790461	153.039668	2.711337	1.581954	1.876280	71449.581971	132.357903
166.669818	60.782395	1.378810	2.980540	2.764326	101.087005	58.837450	0.781219	1.489164	2.179731	7805.869852	243.782682
167.744136	80.118663	0.644910	2.492572	1.814224	126.424242	58.365121	0.589764	1.784635	1.301469	2320.960804	248.443112
174.372555	92.572268	2.555269	1.442516	2.300843	376.686232	52.767775	2.467899	0.704051	1.292752	192400.158555	314.467082
103.749561	60.872269	1.900672	0.943120	0.505992	159.209092	23.325489	2.893768	2.692776	2.733300	298012.633803	419.821825
158.654533	70.012060	2.304383	2.664607	3.055882	164.702412	60.653504	1.289131	2.905383	2.159184	53255.965674	451.094458
207.070390	183.691731	2.870527	2.534457	2.466493	244.585175	28.227333	0.047107	2.104695	1.663338	195.477187	411.539509
535.687891	427.988094	2.247634	2.225260	2.001401	186.518752	35.272542	1.779279	0.280590	0.211719	180798.918235	453.408234
221.785433	106.146738	2.246266	0.963428	2.626422	81.134790	25.851905	2.330681	0.970427	2.843791	95332.011940	224.617003
270.296963	216.441392	0.926956	2.272210	2.862088	194.443164	91.389724	0.705364	1.323567	1.009408	15798.950763	414.538140
148.821890	74.752922	1.727885	3.057967	2.534210	95.814536	64.008291	0.023905	0.710522	1.013628	8.221772	208.371499
178.216619	135.863247	3.054610	2.326562	2.964432	161.097938	80.488325	0.919620	0.100040	2.512936	12353.884383	267.309480
194.504345	63.551618	2.647856	3.051636	1.928987	105.232259	50.250686	0.534792	1.107125	1.018520	8821.031779	292.334452
389.126964	220.170656	2.351376	0.064149	1.488705	209.507946	96.396193	1.530441	2.207636	2.859073	30984.926457	147.789754
220.676028	93.328738	2.474168	2.906443	2.329913	184.249714	142.606844	2.641119	1.781767	2.160952	149669.899920	689.653358
166.835813	121.977384	2.408749	3.092265	2.980846	60.055550	26.298760	0.291164	2.544400	1.614634	1432.203196	550.594223
169.535522	56.523303	2.775170	2.227965	2.783120	172.915442	103.962605	0.538185	1.058514	2.559436	18357.405836	452.551610
207.181068	71.611401	2.678577	2.928963	1.876748	141.275436	42.113545	2.837477	1.493433	0.303622	132680.934274	449.859903
215.320984	190.878971	2.774417	2.720238	3.043702	113.287514	13.328835	2.155901	0.272057	0.588502	52907.634989	278.718265
190.121195	91.786828	1.997098	1.604123	2.955126	302.504156	116.622107	1.984202	0.203829	1.673069	8974.341021	44.910858
165.500325	75.252763	0.916264	3.071634	2.276564	186.535381	33.859549	1.837363	1.461016	1.290043	114704.830994	202.486047
158.244719	40.472348	1.804185	3.124861	2.603675	184.950165	44.252039	1.854578	2.497224	2.618897	122003.840510	343.577508
198.345108	66.167816	0.814934	3.112070	2.384627	86.037560	32.228136	0.983210	2.331808	2.633240	7290.420358	342.088875
152.698930	70.855408	1.465363	2.006541	2.976803	89.549012	28.019535	2.616608	0.735266	1.440194	19037.519966	178.442914
284.534619	131.117272	2.623411	0.024697	0.331856	176.619791	69.428732	2.904254	2.880941	2.422312	44326.264213	44.232921
206.481776	50.222316	3.005774	2.703730	1.624918	149.295057	76.385842	0.453437	0.195761	0.434017	1946.522217	89.609172
560.719545	467.468416	2.171180	2.727759	2.161363	273.466915	44.158255	0.383819	1.577085	2.062931	4374.031484	313.835275
228.460099	93.966008	1.613805	2.138559	1.577508	184.024248	45.026464	1.585520	0.981358	1.448888	17009.453247	96.437049
172.637480	85.272067	3.102991	2.859800	3.117362	125.320269	72.859898	0.321985	0.604288	0.717089	3282.454715	270.497087
176.690477	90.486059	0.163945	2.711678	2.580067	152.627939	48.023416	1.222562	1.154499	3.077208	16618.966896	121.434666
373.270676	331.486649	2.574900	1.827923	1.110336	182.275465	21.414131	2.970514	0.004196	0.509749	57183.743844	133.044726
117.655105	33.730898	2.988940	3.133125	1.955853	140.451245	46.384660	0.470674	0.479306	1.110329	5230.413285	247.834637
153.881496	67.186620	0.389128	0.607303	0.180109	140.037770	27.054108	2.831041	2.687772	2.379917	168212.597839	174.896341
670.469386	326.640010	1.405898	0.995942	2.210005	160.470360	58.002108	2.531862	2.078285	2.920186	272553.737408	413.892993
131.474754	63.478887	2.929247	1.887010	1.296872	190.268804	64.448070	3.010282	1.685729	3.120531	620639.116988	680.891496
182.658128	46.587019	1.499014	2.855687	2.128577	104.184041	32.682053	1.237947	2.754300	0.216304	3096.888954	62.194749
155.259050	103.843807	2.081786	2.328670	1.322545	196.753640	87.065783	1.858955	0.083104	0.634098	49564.209305	174.175315
173.884781	99.650197	2.006173	0.510895	1.372340	161.688547	112.340649	3.141105	2.870323	2.803511	117801.243463	315.001023
191.760592	64.023772	3.017202	2.569201	3.007905	152.030616	57.067157	2.640937	1.008092	2.048242	128026.606537	559.606329
123.872510	107.729704	2.745544	2.914478	2.433333	146.016628	30.808753	2.732648	0.180047	0.717078	177499.307993	410.685082
415.625990	266.126022	2.327917	2.809908	3.102947	141.098562	69.501397	0.559450	0.297697	2.776941	4024.373288	184.179280
598.680737	425.340346	3.123621	1.946250	2.460733	209.659106	86.846535	2.311725	2.483558	1.491138	125938.993824	502.549023
327.985629	277.750253	2.570172	2.268401	2.484481	118.489811	94.397801	0.671789	0.440136	1.246981	3475.598930	203.439511
238.104166	173.943106	2.862261	3.069599	1.684066	157.529763	57.346764	1.762735	0.354975	2.659186	77196.438077	372.091057
202.130450	138.659287	1.962333	2.109828	2.898381	129.328189	53.190284	2.511619	2.039729	2.005091	210022.782183	494.787877
170.288954	83.453910	2.269314	2.821766	2.858822	218.618972	122.663302	0.945560	1.039474	2.048485	48200.945428	586.047982
450.451297	361.260728	2.536208	1.834389	1.502221	269.120467	130.138875	2.034077	3.019481	1.567693	35522.984558	211.495747
153.008142	53.479082	2.387828	3.112096	2.976538	170.763682	68.295384	0.765224	2.412584	1.710908	21365.371791	508.272757
177.031958	73.089498	3.135266	3.085632	2.757857	464.045068	137.739466	2.145413	1.211677	0.592710	59841.300389	314.305775
276.563954	120.118221	3.107377	1.326981	2.438498	405.880126	65.686166	1.997241	2.341529	2.445068	99846.482124	297.401447
435.622998	166.891588	0.219905	1.519723	2.234053	202.897434	66.060128	3.124250	1.502413	1.505793	142492.107796	375.003546
253.813733	62.571849	1.564199	3.115951	2.788190	209.680658	66.424742	2.063550	0.009891	1.788870	164885.817820	416.134089
158.525450	84.749490	1.749736	3.020773	2.985628	145.358073	72.539913	0.860900	2.150375	0.212966	10278.333470	557.914117
169.611463	89.346558	2.450096	2.844493	1.290920	171.707036	102.957922	1.245966	1.155672	0.605532	68387.596627	403.352248
163.717280	49.581644	0.329536	2.542906	2.386259	165.757258	52.744962	2.995021	0.657167	0.153872	51525.516273	127.914742
151.313974	85.836756	2.874992	2.787290	2.944039	718.252152	539.985763	1.006653	3.118051	2.207318	102920.371756	818.631111
145.955742	62.989169	2.956510	0.425632	0.528634	137.640025	86.201173	1.847367	2.081167	2.683127	3814.128221	69.705506
155.442276	63.890444	2.009558	2.349430	2.918423	156.609506	146.599814	2.318329	0.405574	2.107179	9447.629930	288.143048
166.092942	83.441168	2.962660	2.470621	2.426667	248.104198	117.012187	0.219034	2.814137	1.429487	2704.647884	594.023566
209.351464	134.965139	2.258829	2.125447	1.806658	300.947152	120.009545	1.273264	2.810757	2.142428	160171.070713	542.118983
154.859371	102.556561	3.026329	2.486770	2.350533	254.383815	199.336539	1.160680	1.439431	1.081349	14338.283699	373.934632
156.482447	90.303890	2.134933	3.028418	3.010073	151.907038	49.848108	1.509423	1.041193	2.345004	59340.557531	436.697314
611.111808	472.305859	0.643582	2.135759	2.938362	152.960425	56.622318	2.525441	0.924999	1.414403	71189.571188	128.691294
902.953744	551.274290	0.078940	2.439781	2.725028	235.382960	116.354225	2.245538	1.215022	0.400022	195202.834961	711.691596
132.819373	38.109169	2.277320	1.643433	1.850870	122.176859	29.204494	2.178957	0.287224	2.968051	133833.168385	279.660177
268.326383	82.096103	1.236893	2.539715	2.549868	193.048045	95.673068	2.080681	0.452973	0.828046	92393.837219	375.739096
309.710801	206.680364	2.248184	1.429876	1.594185	251.286248	78.803683	2.566133	1.361795	0.049348	103887.060813	246.127792
290.625660	231.066315	3.066676	0.669709	0.879444	170.548896	71.071061	1.987556	2.874575	2.133183	64342.357358	243.050865
232.130049	128.628184	0.911863	2.989100	1.904383	266.384045	53.536851	2.341158	0.127085	2.034191	98797.257181	299.040030
157.381295	151.218858	2.927875	2.889141	2.881084	231.038227	93.089775	1.414113	1.750274	2.010828	82891.877753	370.266130
207.382610	119.309086	2.653416	0.799334	0.459509	81.153669	36.852752	3.076735	3.121507	1.596178	53822.370700	204.186274
158.269760	74.769497	1.473055	0.470775	1.448044	184.191268	71.948834	1.401419	3.091737	2.867580	2476.114001	22.392028
562.640101	329.071322	0.243257	2.343308	2.612310	136.868156	19.271372	1.629645	2.795429	3.138111	18734.723066	97.056454
303.459137	220.276413	0.687607	2.015912	2.752393	112.035104	70.392659	1.858908	2.781938	1.533293	73129.351192	338.103374
197.897875	91.805087	0.458661	2.707863	2.932059	163.615694	80.586379	1.221730	1.057067	2.470691	12884.716341	339.568018
165.531717	74.062203	1.261779	1.348879	1.833776	357.951997	225.235562	2.541629	1.354980	2.168744	155354.302500	243.790206
192.280370	108.387768	1.480869	2.662773	2.960634	70.978038	39.932590	1.436336	2.791783	1.549240	10122.370584	187.866346
169.521715	52.884249	2.206525	2.994555	2.020996	447.416904	284.156492	1.544518	0.217153	2.238256	30065.444374	162.872906
210.213234	87.273520	1.522800	2.380308	1.330795	181.531343	88.233401	2.824561	2.055290	2.829928	256626.806575	438.688407
607.524644	382.048001	0.219575	2.496340	2.826767	119.060969	17.243071	0.090832	2.281873	3.046767	64.159530	81.888388
225.837281	130.783542	0.426520	2.523491	2.804194	323.445203	224.516794	2.943885	1.341588	0.837314	81956.610669	256.748085
139.896418	76.330973	3.012895	1.920314	1.873829	234.658409	33.509295	2.667975	1.605242	0.067680	154783.558839	327.617373
224.964509	109.521659	3.002995	2.769980	3.105764	133.995817	65.282612	0.214034	0.052103	2.611658	1517.571816	320.195416
168.586501	49.406835	0.510895	2.964625	1.861328	172.822269	26.108545	2.647361	1.390924	0.332315	80861.953406	163.189544
203.828502	77.311110	2.297783	3.026637	3.087194	160.584082	69.210543	1.154348	0.590895	0.438535	29009.247229	224.420931
240.261924	115.286725	0.615819	2.219686	0.603205	196.107315	59.469853	2.919027	2.502315	1.275818	56277.372894	112.706201
174.072911	72.740663	2.854435	2.292203	2.605386	134.921400	44.284340	1.986183	1.277271	1.238101	82979.294594	595.147027
110.241912	65.547232	0.951016	1.709546	1.504353	242.706926	82.647655	2.607999	2.778654	0.597688	498645.240833	481.753416
145.899365	79.535328	1.323068	1.031472	0.460742	275.282498	139.774110	2.563085	0.982688	3.005045	134652.101152	196.175311
328.150946	247.856819	2.208073	2.967561	1.950314	198.276253	51.584607	1.892137	0.747353	1.939833	129009.089262	446.849172
166.987883	141.627715	2.441428	1.704768	0.767627	241.255389	69.335906	2.582026	1.933593	0.770923	169451.096332	216.590826
123.750700	76.648785	1.037555	1.567930	3.138599	291.507906	105.521733	1.850258	1.329432	3.013116	68278.526379	420.987133
193.190801	56.473105	1.229571	0.391532	1.424946	265.151375	50.608559	2.238511	1.766240	2.380567	39962.751334	74.072282
166.669707	37.658939	2.840066	1.094084	1.652917	179.634703	75.397204	2.410700	0.053913	2.032287	107473.765898	234.829393
210.700266	64.496670	2.750882	1.123217	1.347017	177.046092	69.350790	2.291796	3.092691	1.855826	197079.874647	381.094260
129.671338	100.750829	2.074945	2.741025	2.255208	75.462554	19.542185	1.686242	2.945521	3.055606	24475.409678	310.459154
224.475342	111.638366	2.768253	2.899886	2.032730	134.994848	60.544765	0.143358	2.761585	2.157108	583.515237	480.147703
161.981366	148.685866	3.014290	2.876704	2.918333	214.421621	34.950655	0.362611	2.270746	2.735188	1301.375518	135.792263
130.609977	44.572607	2.539860	0.949831	0.510473	222.324348	72.170581	2.116850	2.359597	2.957828	90339.380480	268.097914
171.546406	106.206366	3.134960	2.992982	2.354157	130.081411	22.060327	0.513581	2.308658	1.347546	25857.924912	632.003083
223.075005	145.171607	0.686651	2.995274	2.855878	164.603070	89.421188	1.332108	1.443289	2.425328	24203.510566	414.017198
361.750784	199.633213	1.653377	2.450214	1.772572	176.697665	66.100107	1.566070	1.515391	0.557160	42773.835459	118.525736
300.545419	215.659853	1.644761	2.843545	2.035412	273.563041	118.683529	2.838619	1.049398	0.705616	195649.375216	374.768384
725.143289	478.743651	2.933002	1.588842	1.637630	337.580445	116.502104	1.240384	1.424946	0.663730	27528.852991	143.362459
148.471590	85.354824	2.460291	2.285290	1.888989	103.776878	31.482921	2.060918	1.086980	2.182925	105142.645527	317.090980
287.629982	216.080617	2.544608	1.864033	2.813090	163.420442	71.290358	0.710748	1.796073	1.321476	7343.212282	96.055222
179.759401	62.953344	1.268164	3.056139	2.749092	169.062296	13.276933	2.628427	1.938022	1.716806	197790.776797	533.395501
160.263477	86.782335	1.429779	3.050136	1.801634	129.518402	54.202068	2.151349	1.104839	1.883988	6584.802528	124.067367
341.016682	210.306335	1.231436	2.633521	2.908961	217.974601	112.245155	0.869323	0.137483	0.745458	12606.015146	473.001318
221.557454	88.058385	2.535074	3.126567	2.864131	147.351840	75.407375	3.093487	1.340024	2.385270	89797.715491	499.936687
159.872710	50.511715	0.630698	2.233765	2.931019	158.961889	83.099042	1.116667	1.632443	2.364931	2948.888664	78.881897
379.289298	193.453388	1.345079	3.021964	1.492355	110.569234	52.228063	0.180692	1.630879	0.605057	1526.490997	605.670113
195.573744	125.651358	3.077575	2.936936	2.376506	340.598991	190.951639	0.394830	0.349850	2.873636	1980.431645	444.476857
127.503947	35.877731	2.820438	0.575953	0.397702	212.938320	55.454797	2.971968	1.128819	0.053890	262473.728005	360.180876
151.766699	63.803419	1.753032	1.099490	2.177870	160.226138	60.221625	2.504140	1.755222	2.722316	232554.458560	219.600470
197.777373	65.996289	1.143989	2.289817	2.808248	173.848608	73.634173	2.124145	1.412765	1.928456	136462.045591	166.482937
174.353300	47.218506	2.713638	1.753020	1.191087	105.332919	71.656645	2.534579	1.272544	3.009175	10367.465076	237.927528
124.695798	66.822931	2.372191	2.232015	2.233278	125.934780	63.909994	2.557818	0.989638	2.951174	157094.663013	319.857821
172.173599	80.401187	0.132968	1.560252	2.666104	138.236777	61.456637	1.692967	1.885858	2.783313	18850.844254	218.683554
171.838094	74.169693	0.005642	0.829678	1.488480	166.551385	68.379156	2.631774	2.934111	2.094558	65924.265853	70.622950
159.768416	48.856914	3.056657	2.423794	1.837702	503.624810	21.160070	1.508773	2.147034	2.255885	140446.377693	582.766825
289.384976	170.147376	3.028247	0.487599	1.302201	164.903921	60.791017	2.883353	0.569766	3.128981	333676.290408	454.120621
158.426183	87.272800	0.715756	1.155016	2.016513	124.107318	66.207809	2.285263	1.874662	0.591164	42697.446928	185.841880
154.632303	97.931888	1.205175	3.138687	1.587013	77.310419	33.896221	1.911700	2.007921	0.230497	51441.432656	201.948795
249.146041	223.143342	2.365794	2.931777	2.879151	193.590503	100.661329	3.018572	2.116451	0.300378	48988.708723	357.614434
640.147026	618.486896	1.647515	1.900562	1.695252	164.348557	75.949907	0.283446	2.279125	1.694891	756.957231	241.948697
169.709757	80.117378	2.853658	2.545768	2.201917	170.781637	76.922779	1.738680	0.638568	0.813272	72136.826914	375.420482
181.535336	79.287123	2.135047	1.956895	1.836358	176.702774	118.678918	3.044249	1.095642	2.245178	50715.771020	210.994135
345.225940	332.254120	1.145363	2.278970	3.083576	176.642172	135.045660	1.538032	1.563808	0.377303	19667.705028	352.568545
265.040745	103.502713	2.676441	2.150722	1.296792	170.533820	87.672133	0.914762	2.042905	2.681130	19583.525881	372.447020
138.134392	21.795243	2.395434	1.214422	1.895855	81.187385	39.880251	2.979435	2.625277	1.528585	68051.775904	240.964551
221.572281	118.205980	1.057661	2.649763	1.469014	257.426504	42.376935	2.501859	1.211202	0.869731	119687.778341	255.840113
577.880969	528.165511	0.656016	1.898504	2.596535	121.728845	65.776835	0.994590	1.592255	1.689988	52238.291353	499.566698
157.840572	78.037225	0.041027	3.050151	2.517474	135.921808	71.430371	1.663345	2.246302	3.061268	22269.597564	513.726606
312.806567	213.950954	2.400516	1.458542	0.800146	452.443161	17.761089	1.785786	1.710536	2.696844	68299.298305	192.253947
107.089594	82.909272	2.338645	2.669806	1.799172	188.333161	80.901871	2.337866	1.834243	2.777541	38809.911492	385.073721
274.260035	176.304284	3.106367	2.279314	1.276403	159.079301	89.418662	2.300324	0.985987	1.515771	40898.188611	305.559311
145.431713	85.205827	2.920908	2.781546	2.718282	164.201186	74.634438	0.235703	2.294859	1.735080	1352.604001	386.692921
241.064954	80.352800	0.487466	2.426974	1.900544	131.274704	98.269030	0.207030	1.881672	2.897297	278.675602	460.802828
176.357455	129.502977	0.242022	0.103232	2.849340	145.718314	50.013191	2.886656	2.542692	2.839015	117755.305534	157.490637
743.217155	433.913814	0.915090	1.743458	0.638162	254.697257	106.488418	2.549131	2.476482	0.506796	377905.289469	354.324776
293.352822	183.922628	1.238654	2.691972	2.783453	220.528006	110.755403	0.343950	0.341529	0.276124	619.300026	120.807841
240.564788	158.369611	1.235001	2.765056	1.196469	158.032707	18.210814	2.551026	1.529136	1.157967	84777.980173	208.628605
162.557955	57.874148	3.048715	2.274630	1.637550	321.170357	96.755416	2.171441	0.309362	1.700876	28610.000773	287.197049
156.985045	20.910367	1.718321	0.681854	1.265243	165.816834	37.292076	3.016364	2.016833	0.167761	197412.271782	295.347748
262.848050	173.327191	2.163251	2.769807	1.833248	118.475219	27.580689	2.957970	0.802903	1.360494	39068.155086	205.834744
166.387678	65.287280	0.372156	2.390127	2.963541	197.879534	87.253811	1.371233	2.955204	1.985906	43144.370478	266.640618
155.110376	32.179746	2.990998	2.527095	1.913170	193.081682	58.132642	0.019730	1.260524	2.401932	6.612329	161.135546
150.321949	39.143350	2.584155	2.061096	2.432244	168.714688	26.596847	1.746483	0.063581	0.204240	129604.888886	387.092144
184.652885	73.214655	0.717680	1.635450	1.091182	195.527952	65.304383	1.839411	2.766195	1.139201	91886.111992	245.766656
391.052058	252.654997	2.465310	2.127503	1.947616	1670.225021	633.324395	0.377688	1.690931	1.423717	3868.558196	158.978458
179.671214	102.996245	2.051197	2.534745	2.498127	100.074271	28.409019	1.320849	1.926578	2.691116	66985.853431	508.712197
324.797478	161.664199	0.593477	2.596834	2.667054	53.744916	26.414944	1.478491	0.395062	0.155991	22213.835482	580.926728
270.638041	179.405609	1.558323	2.100115	2.594884	1063.058538	676.038496	1.466529	2.000232	0.342747	225380.491662	629.179878
219.027267	143.629027	2.316446	2.868218	2.764611	139.895641	73.791417	0.749917	1.733701	2.898762	11523.430823	383.850175
150.582448	69.955901	2.353703	2.826250	2.123169	128.494287	68.036139	0.507506	1.811457	1.284007	2092.976642	310.877541
152.075237	55.475355	2.239758	2.650278	2.204552	164.186378	54.252844	2.711165	2.042302	0.718805	299337.176143	556.327148
268.677054	246.385688	1.395469	1.908251	2.187339	604.443082	445.313790	1.279658	1.798668	1.701616	18299.105625	87.061713
121.142222	30.940201	2.317313	2.643016	2.718022	77.456203	11.510267	1.625825	1.082177	0.297244	18964.950011	201.736380
125.680405	81.376767	1.963011	2.905079	2.874686	155.195207	72.470902	2.277802	1.230856	1.466436	35384.026999	326.308716
116.893577	102.690176	2.902701	2.532375	1.913822	155.423488	78.013263	0.030209	1.197724	1.836135	11.067016	425.507948
433.367812	204.700067	0.266725	3.012781	1.876761	157.475633	41.627340	0.896527	0.223798	1.495612	59679.875990	567.500127
176.389410	97.470317	2.569122	2.470339	2.949853	92.704631	20.011599	0.362143	0.153406	0.685612	1579.841102	240.204034
133.103564	100.783758	2.752396	2.320448	3.093495	111.660735	64.250380	0.794772	1.628509	1.031293	5377.102520	243.799112
206.521884	62.622988	2.366273	2.878076	2.380092	157.392344	12.563803	0.627525	0.940356	1.280018	6779.221207	132.937845
163.596749	72.415062	2.727646	2.688494	2.137444	86.508180	52.176450	0.584406	0.769446	1.624017	7296.243325	308.780409
107.630585	42.948103	1.941230	3.137149	2.752781	190.602775	58.026216	2.896881	0.446257	1.655675	195988.049597	369.150748
303.467979	215.248061	2.236915	3.022343	1.430744	167.134771	14.064088	1.488121	1.398964	1.421286	24590.544457	226.763904
149.708946	58.421949	1.312927	0.151372	0.905916	162.251223	74.883535	3.098284	2.735658	1.777829	239446.348442	300.700498
176.529161	78.622850	1.275418	2.670549	2.873916	156.976676	69.160261	0.695938	1.609742	1.820997	17894.590407	282.871681
209.649670	73.173281	1.871374	2.786662	2.948892	79.080697	60.482910	1.952289	2.084541	0.916246	19971.151547	275.638206
178.330622	70.174081	2.667952	2.302837	1.981564	194.133651	84.674004	2.755168	2.473866	2.912467	79608.798346	427.921009
171.769485	81.268706	1.965511	2.502970	2.629737	138.064470	38.767603	3.036892	2.095440	1.397380	126146.496335	584.199639
246.304282	174.965260	1.938326	2.332881	3.064820	168.315199	99.995250	0.246931	1.645982	0.250317	1327.952147	520.658775
392.572318	251.192312	1.700159	0.411691	1.348081	140.907804	54.327162	2.199358	3.060800	2.432491	173919.895434	342.358068
119.155809	47.336288	2.930454	2.562197	2.071633	216.670992	107.584809	2.469929	1.386803	0.852973	87724.818272	402.194706
174.943759	66.428289	1.074859	2.987968	2.993784	123.496943	37.816432	0.099050	2.455602	1.082856	188.794325	249.001197
451.095412	398.680392	2.493723	2.144051	2.715730	130.294500	47.698536	1.333816	3.129426	2.371408	33659.786874	354.622002
297.649977	225.323994	0.175441	2.030645	2.612061	97.402667	51.543072	1.614440	1.071825	2.166787	44027.808709	226.998365
191.614907	85.979447	0.586375	2.847358	2.425349	142.727624	92.338628	2.260463	2.030960	1.936748	41212.091553	436.310629
193.480178	143.997720	1.237264	3.006897	2.927905	125.696174	82.891808	0.777197	2.408036	2.572519	5721.380102	349.580842
109.834311	34.784696	1.701663	2.747699	2.532881	132.367756	34.680241	1.946064	1.126442	0.278865	37874.534355	164.067744
202.792837	73.013415	0.221740	2.917592	2.297930	108.330546	62.695134	1.817897	1.737474	1.028933	16362.306088	169.110747
141.262357	82.419526	2.995094	2.846456	1.589844	193.737485	40.466614	0.473493	1.684279	2.699733	6399.235064	238.498430
268.995174	85.344236	0.978820	3.120621	2.729267	99.995211	39.302891	2.196489	0.154608	2.833686	171296.742840	859.195664
300.103472	183.415022	2.129793	2.230441	2.031960	68.194766	40.943541	2.385727	2.994443	1.522275	58646.189508	343.234767
176.178445	71.175597	2.746046	2.112920	1.336383	168.597533	49.997897	2.390050	1.918979	1.972210	25391.587088	380.005092
167.558915	67.990947	2.272910	2.476220	1.467535	209.544995	27.046630	2.734981	2.536718	1.805559	113719.669541	357.970241
155.127172	132.337059	0.885592	2.167526	1.745659	165.369374	82.107071	0.149357	1.422159	2.463847	92.740819	61.980983
365.926187	322.464948	3.041750	2.809604	2.915635	73.144994	51.675924	0.455895	0.576137	1.216920	658.414920	117.805224
164.253732	56.684367	1.496732	1.799267	2.006117	139.578653	72.825883	2.225487	2.433856	2.527714	9564.832743	88.457790
151.205668	55.437348	2.220212	1.946740	1.165081	162.594266	78.773962	1.437791	2.149679	0.208362	51963.848980	160.574556
383.511412	322.000984	1.222687	0.715002	2.590349	247.721423	188.098562	2.583950	1.405710	2.123874	41988.598295	331.122322
157.278460	34.095283	0.879290	2.360578	2.479916	216.060784	68.802555	2.885789	0.867188	2.288193	64926.312384	234.353458
257.392352	174.657077	2.964472	2.838236	1.665937	130.333151	58.556657	1.395797	0.169302	2.859157	101420.601400	526.942721
200.010413	130.416427	1.463111	1.888568	2.991607	174.492574	77.738930	2.126147	1.579780	0.313998	30455.949532	180.882991
726.054082	706.580066	2.558767	2.787346	2.357321	232.041140	29.517929	0.016619	2.127698	2.163300	51.875145	1288.905811
411.134637	126.210051	2.137939	2.391256	1.555084	187.558235	33.300851	2.022097	0.648149	0.096431	207600.456686	341.771708
143.459675	60.874208	2.655308	1.133374	0.527643	181.753785	88.650766	2.573117	0.785453	0.638194	14355.136704	45.837890
330.419808	264.035671	2.660356	3.036566	1.814252	219.097827	172.377637	2.722503	1.349104	0.083080	27855.722553	559.108615
147.592580	73.305575	2.426476	2.787561	2.709085	468.841772	98.066947	0.886072	2.380541	2.588819	50854.999721	436.286912
305.295657	133.293666	0.589501	0.626645	0.961916	143.805147	50.239688	2.821928	2.336442	2.564444	229362.723357	279.009146
212.320816	75.848569	0.847322	2.531045	2.868371	142.192003	68.550363	2.790685	0.810342	1.064028	25095.937031	302.467550
220.045912	146.788906	2.879926	2.706335	2.458098	151.735883	60.321568	0.849489	1.311217	0.267457	11959.983204	440.128392
318.721758	266.257023	0.463218	2.870452	2.673405	187.000079	74.161357	1.764818	2.466888	1.337744	70181.904593	331.925886
251.449395	183.847802	0.462190	1.273051	2.721749	241.096421	84.309754	3.019872	2.092444	1.506375	116687.371696	294.928189
230.739898	168.456926	1.588870	0.715926	1.682872	544.319706	128.097037	2.582427	3.051704	2.479943	815867.884109	602.501922
